Teams,Goals,Total Attempts,On Target,Off Target,Blocked,Woodwork,Corners,Offside,Possession,Passes,Passing Accuracy,Passes Completed,Distance Covered,Balls Recovered,Tackles,Clearances,Blocks,Yellow Cards,Red Cards,Fouls,"Anfield, Liverpool","Arena AufSchalke, Gelsenkirchen","Arena Lviv, Lviv","Arsenal Stadium, London","BVB Stadion Dortmund, Dortmund","BayArena, Leverkusen","Beşiktaş Park, Istanbul","Camp Nou, Barcelona","Camp de Mestalla, Valencia","City of Manchester Stadium, Manchester","Estadio Metropolitano, Madrid","Estadio Ramón Sánchez-Pizjuán, Seville","Estadio Santiago Bernabéu, Madrid","Estadio Vicente Calderón, Madrid","Estádio do Dragão, Porto","Estádio do Sport Lisboa e Benfica, Lisbon","Football Arena Munich, Munich","Johan Cruijff ArenA, Amsterdam","Juventus Stadium, Turin","KAA Gent Stadium, Ghent","King Power Stadium, Leicester","NSK Olimpiyskyi, Kyiv","OL Stadium, Décines","OSK Metalist Stadion, Kharkiv","Old Trafford, Manchester","Olympiastadion, Berlin","PSV Stadion, Eindhoven","Parc des Princes, Paris","Principality Stadium, Cardiff","RB Arena, Leipzig","St. Jakob-Park, Basel","Stade Louis II, Monaco","Stadio Olimpico, Rome","Stadio San Paolo, Naples","Stadio San Siro, Milan","Stadion Petrovskiy, St Petersburg","Stamford Bridge, London","Tottenham Hotspur Stadium, London","VfL Wolfsburg Arena, Wolfsburg","Wembley Stadium, London",Home_Game,Form_index
Wolfsburg,0.2857142857142857,0.2432432432432432,0.5384615384615385,0.2,0.0,0.0,0.0625,0.0,0.31818181818181823,0.2580993520518359,0.6910397131682084,0.25112107623318386,0.24413145539906117,0.5737704918032788,0.5454545454545454,0.2549019607843137,0.41666666666666663,0.5,0.0,0.4347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.7000000000000002
Real Madrid,0.0,0.27027027027027023,0.23076923076923078,0.2,0.41666666666666663,0.25,0.0625,0.7777777777777777,0.6818181818181818,0.5442764578833694,0.9160867050273453,0.5482062780269059,0.17214397496087638,0.5737704918032788,0.18181818181818182,0.07843137254901962,0.0,0.125,0.0,0.21739130434782614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Barcelona,0.2857142857142857,0.48648648648648646,0.38461538461538464,0.5333333333333333,0.5,0.07133333333333333,0.125,0.3333333333333333,0.9090909090909091,0.5583153347732183,0.9605219811553027,0.5706278026905829,0.1862284820031301,0.278688524590164,0.4545454545454546,0.0392156862745098,0.25,0.375,0.0,0.6956521739130436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
Atlético,0.14285714285714285,0.3243243243243243,0.15384615384615385,0.5333333333333333,0.25,0.125,0.125,0.0,0.09090909090909094,0.05291576673866091,0.33019364804916407,0.04708520179372197,0.22535211267605643,0.29508196721311475,0.2727272727272727,0.39215686274509803,0.5,1.0,1.0,0.5652173913043479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
Bayern,0.14285714285714285,0.3783783783783783,0.38461538461538464,0.5333333333333333,0.16666666666666666,0.11,0.3125,0.5555555555555556,0.8181818181818182,0.5345572354211664,0.8499190471414475,0.5257847533632287,0.30203442879499204,0.3278688524590164,0.09090909090909091,0.09803921568627451,0.41666666666666663,0.25,0.0,0.3478260869565218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
Benfica,0.0,0.3513513513513513,0.07692307692307693,0.5333333333333333,0.41666666666666663,0.0,0.3125,0.2222222222222222,0.18181818181818188,0.1263498920086393,0.3829889697683133,0.10874439461883406,0.2895148669796556,0.29508196721311475,0.18181818181818182,0.2745098039215686,0.16666666666666666,0.25,0.0,0.39130434782608703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Barcelona,0.42857142857142855,0.43243243243243235,0.6153846153846154,0.3333333333333333,0.3333333333333333,0.07133333333333333,0.4375,0.2222222222222222,0.7727272727272728,0.6220302375809936,0.884854635551322,0.6143497757847534,0.18779342723004694,0.47540983606557385,0.4545454545454546,0.1568627450980392,0.5833333333333333,0.125,0.0,0.21739130434782614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
Arsenal,0.14285714285714285,0.4054054054054053,0.3076923076923077,0.3333333333333333,0.5833333333333333,0.16666666666666666,0.4375,0.1111111111111111,0.2272727272727273,0.2570194384449245,0.6623136419683888,0.24663677130044842,0.25821596244131445,0.459016393442623,0.18181818181818182,0.2549019607843137,0.3333333333333333,0.5,0.0,0.3478260869565218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Bayern,0.5714285714285714,0.6756756756756755,0.6153846153846154,0.5333333333333333,0.8333333333333333,0.11,0.3125,0.2222222222222222,0.9318181818181818,0.8153347732181426,0.9862335152100852,0.8228699551569507,0.8920187793427234,0.47540983606557385,0.2727272727272727,0.058823529411764705,0.16666666666666666,0.625,0.0,0.6956521739130436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
Juventus,0.2857142857142857,0.5405405405405405,0.8461538461538463,0.5333333333333333,0.16666666666666666,0.06666666666666667,0.3125,0.3333333333333333,0.06818181818181823,0.1025917926565875,0.5903454431244488,0.10650224215246637,0.92018779342723,0.34426229508196726,0.0,0.4117647058823529,0.8333333333333333,0.875,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000009
Atlético,0.0,0.6216216216216216,0.46153846153846156,0.8,0.5,0.125,0.625,0.5555555555555556,0.5227272727272728,0.5550755939524838,0.8342418932658382,0.5414798206278026,1.0,0.8524590163934427,0.09090909090909091,0.2549019607843137,0.3333333333333333,0.0,0.0,0.21739130434782614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6000000000000001
PSV,0.0,0.4054054054054053,0.07692307692307693,0.8,0.25,0.0,0.625,0.0,0.4772727272727274,0.338012958963283,0.5248492460737149,0.29708520179372194,0.8998435054773086,0.6721311475409837,0.4545454545454546,0.6862745098039216,0.5,0.5,0.0,0.6086956521739131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
Man. City,0.0,0.16216216216216214,0.07692307692307693,0.4,0.0,0.06666666666666667,0.125,0.3333333333333333,0.40909090909090906,0.3131749460043197,0.7464214871602404,0.3071748878923767,0.236306729264476,0.4098360655737705,0.09090909090909091,0.1764705882352941,0.08333333333333333,0.125,0.0,0.3478260869565218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7000000000000002
Dynamo Kyiv,0.0,0.27027027027027023,0.3076923076923077,0.4,0.08333333333333333,0.0,0.125,0.3333333333333333,0.5909090909090909,0.4244060475161988,0.7684032507168204,0.4103139013452915,0.3411580594679186,0.19672131147540983,0.2727272727272727,0.1176470588235294,0.0,0.25,0.0,0.39130434782608703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000000000007
Chelsea,0.14285714285714285,0.43243243243243235,0.6923076923076923,0.2,0.41666666666666663,0.6666666666666666,0.3125,0.2222222222222222,0.31818181818181823,0.3045356371490281,0.794818926803913,0.3060538116591928,0.1361502347417842,0.42622950819672134,0.4545454545454546,0.07843137254901962,0.25,0.375,0.0,0.5652173913043479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5
Paris,0.2857142857142857,0.27027027027027023,0.38461538461538464,0.2,0.25,0.11,0.3125,0.6666666666666666,0.6818181818181818,0.6457883369330454,0.9634377452079343,0.6547085201793721,0.11111111111111135,0.37704918032786894,0.2727272727272727,0.2745098039215686,0.41666666666666663,0.375,0.0,0.4347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5
Zenit,0.14285714285714285,0.3783783783783783,0.3076923076923077,0.3333333333333333,0.5,0.0,0.4375,0.6666666666666666,0.5681818181818182,0.3142548596112311,0.6991791772611871,0.3015695067264574,0.28794992175273876,0.4426229508196722,0.5454545454545454,0.2745098039215686,0.16666666666666666,0.125,0.0,0.4782608695652175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4
Benfica,0.2857142857142857,0.4054054054054053,0.6923076923076923,0.3333333333333333,0.16666666666666666,0.0,0.4375,0.2222222222222222,0.43181818181818177,0.2062634989200864,0.604639803805703,0.1961883408071749,0.28169014084507044,0.5409836065573771,0.18181818181818182,0.3137254901960784,0.5,0.25,0.0,0.8260869565217394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.20000000000000007
Real Madrid,0.2857142857142857,1.0,0.8461538461538463,1.0,1.0,0.25,0.6875,0.2222222222222222,0.6136363636363636,0.4881209503239742,0.8751005161058236,0.48766816143497754,0.26604068857589985,0.6065573770491803,0.4545454545454546,0.13725490196078433,0.16666666666666666,0.125,0.0,0.17391304347826092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
Roma,0.0,0.5405405405405405,0.3076923076923077,1.0,0.16666666666666666,0.16666666666666666,0.6875,0.0,0.38636363636363635,0.29157667386609076,0.7144760575149531,0.2836322869955157,0.297339593114241,0.37704918032786894,0.2727272727272727,0.37254901960784315,1.0,0.125,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wolfsburg,0.14285714285714285,0.43243243243243235,0.38461538461538464,0.4,0.5,0.0,0.375,0.2222222222222222,0.4545454545454545,0.33261339092872577,0.7503422651362337,0.3251121076233184,0.3505477308294211,0.4426229508196722,0.18181818181818182,0.1176470588235294,0.08333333333333333,0.0,0.0,0.4347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.7000000000000002
Gent,0.0,0.21621621621621617,0.15384615384615385,0.4,0.08333333333333333,0.0,0.375,0.3333333333333333,0.5454545454545455,0.4222462203023759,0.7997574670593388,0.413677130044843,0.2848200312989046,0.278688524590164,0.09090909090909091,0.13725490196078433,0.5,0.0,0.0,0.5652173913043479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4
PSV,0.0,0.10810810810810809,0.07692307692307693,0.13333333333333333,0.16666666666666666,0.0,0.0625,0.0,0.4772727272727274,0.224622030237581,0.6735898708771684,0.21973094170403584,0.23161189358372453,0.4426229508196722,0.5454545454545454,0.4509803921568627,0.41666666666666663,0.25,1.0,0.21739130434782614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20000000000000007
Atlético,0.0,0.27027027027027023,0.3076923076923077,0.13333333333333333,0.41666666666666663,0.125,0.0625,0.1111111111111111,0.5227272727272728,0.40496760259179276,0.7725087387866378,0.39349775784753366,0.3489827856025038,0.4426229508196722,0.09090909090909091,0.196078431372549,0.16666666666666666,0.125,0.0,0.21739130434782614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Dynamo Kyiv,0.14285714285714285,0.3243243243243243,0.3076923076923077,0.4,0.25,0.0,0.375,0.2222222222222222,0.5681818181818182,0.3801295896328294,0.765115760693805,0.36995515695067266,0.34428794992175277,0.4918032786885247,0.4545454545454546,0.1764705882352941,0.08333333333333333,0.0,0.0,0.4782608695652175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
Man. City,0.42857142857142855,0.3243243243243243,0.46153846153846156,0.4,0.08333333333333333,0.06666666666666667,0.375,0.1111111111111111,0.43181818181818177,0.3801295896328294,0.807827842608233,0.3766816143497758,0.21283255086072,0.5737704918032788,0.6363636363636364,0.196078431372549,0.25,0.0,0.0,0.3043478260869566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000002
Juventus,0.2857142857142857,0.29729729729729726,0.5384615384615385,0.2,0.16666666666666666,0.06666666666666667,0.1875,0.1111111111111111,0.18181818181818188,0.15226781857451407,0.6779519836680019,0.15695067264573992,0.2723004694835682,0.2622950819672132,0.6363636363636364,0.3137254901960784,0.08333333333333333,0.125,0.0,0.4347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.30000000000000004
Bayern,0.2857142857142857,0.21621621621621617,0.38461538461538464,0.2,0.08333333333333333,0.11,0.1875,0.0,0.8181818181818182,0.5356371490280778,0.9342325174630943,0.5437219730941705,0.2723004694835682,0.3278688524590164,0.36363636363636365,0.1176470588235294,0.16666666666666666,0.375,0.0,0.6521739130434783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000002
Arsenal,0.0,0.16216216216216214,0.15384615384615385,0.06666666666666667,0.3333333333333333,0.16666666666666666,0.0625,0.3333333333333333,0.15909090909090917,0.2062634989200864,0.5428788432535394,0.18946188340807174,0.23004694835680767,0.34426229508196726,0.4545454545454546,0.2941176470588235,0.5833333333333333,0.125,0.0,0.4347826086956522,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4
Barcelona,0.2857142857142857,0.3243243243243243,0.38461538461538464,0.06666666666666667,0.5833333333333333,0.07133333333333333,0.0625,0.1111111111111111,0.8409090909090909,0.6058315334773219,0.8415028036798442,0.5896860986547086,0.20344287949921752,0.24590163934426235,0.2727272727272727,0.196078431372549,0.3333333333333333,0.125,0.0,0.4782608695652175,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
Roma,0.0,0.2432432432432432,0.07692307692307693,0.26666666666666666,0.41666666666666663,0.16666666666666666,0.4375,0.1111111111111111,0.2727272727272728,0.2732181425485961,0.7714771345959521,0.2746636771300448,0.30203442879499204,0.3606557377049181,0.4545454545454546,0.2549019607843137,0.5,0.0,0.0,0.39130434782608703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Real Madrid,0.2857142857142857,0.3783783783783783,0.38461538461538464,0.26666666666666666,0.5,0.25,0.4375,0.1111111111111111,0.7272727272727274,0.5637149028077755,0.8875323731171418,0.5605381165919283,0.22222222222222227,0.3278688524590164,0.2727272727272727,0.21568627450980393,0.41666666666666663,0.25,0.0,0.3043478260869566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
Gent,0.2857142857142857,0.29729729729729726,0.6153846153846154,0.13333333333333333,0.16666666666666666,0.0,0.4375,0.2222222222222222,0.6363636363636364,0.43844492440604754,0.6957086275828552,0.4103139013452915,0.33802816901408467,0.4426229508196722,0.09090909090909091,0.07843137254901962,0.25,0.125,0.0,0.39130434782608703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4
Wolfsburg,0.42857142857142855,0.21621621621621617,0.3076923076923077,0.13333333333333333,0.25,0.0,0.4375,0.0,0.36363636363636365,0.2354211663066955,0.5642882483934009,0.21636771300448432,0.3771517996870112,0.47540983606557385,0.09090909090909091,0.3333333333333333,0.16666666666666666,0.25,0.0,0.6086956521739131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Paris,0.2857142857142857,0.5135135135135135,0.6153846153846154,0.4666666666666667,0.41666666666666663,0.11,0.5625,0.2222222222222222,0.7500000000000001,0.5593952483801297,0.9069513272836769,0.5605381165919283,0.12519561815336464,0.4098360655737705,0.2727272727272727,0.09803921568627451,0.25,0.375,0.0,0.5652173913043479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
Chelsea,0.14285714285714285,0.3783783783783783,0.38461538461538464,0.4666666666666667,0.25,0.6666666666666666,0.5625,0.2222222222222222,0.25,0.2170626349892009,0.7425892628647222,0.2208520179372197,0.12676056338028194,0.3606557377049181,0.18181818181818182,0.37254901960784315,0.41666666666666663,0.25,0.0,0.5217391304347827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Benfica,0.14285714285714285,0.3783783783783783,0.38461538461538464,0.4,0.3333333333333333,0.0,0.3125,0.3333333333333333,0.7500000000000001,0.3844492440604752,0.7547760805345414,0.3721973094170404,0.16901408450704222,0.42622950819672134,0.18181818181818182,0.2745098039215686,0.08333333333333333,0.5,0.0,0.4782608695652175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20000000000000007
Zenit,0.0,0.21621621621621617,0.15384615384615385,0.4,0.08333333333333333,0.0,0.3125,0.7777777777777777,0.25,0.09935205183585313,0.4975403264105345,0.09641255605381166,0.17214397496087638,0.5081967213114754,0.36363636363636365,0.39215686274509803,0.3333333333333333,0.5,1.0,0.39130434782608703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000002
Juventus,0.14285714285714285,0.27027027027027023,0.3076923076923077,0.2,0.3333333333333333,0.0,0.0625,0.3333333333333333,0.36363636363636365,0.2678185745140389,0.6855840930142234,0.2589686098654708,0.1987480438184665,0.24590163934426235,0.36363636363636365,0.1176470588235294,0.5833333333333333,0.625,1.0,0.8695652173913045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
Real Madrid,0.5714285714285714,0.3783783783783783,0.38461538461538464,0.2,0.5833333333333333,0.0,0.0625,0.1111111111111111,0.6363636363636364,0.40064794816414695,0.919989822349017,0.413677130044843,0.14241001564945252,0.4426229508196722,0.5454545454545454,0.1176470588235294,0.3333333333333333,0.5,0.0,0.6521739130434783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000002
