Teams,Goals,Total Attempts,On Target,Off Target,Blocked,Woodwork,Corners,Offside,Possession,Passes,Passing Accuracy,Passes Completed,Distance Covered,Balls Recovered,Tackles,Clearances,Blocks,Yellow Cards,Red Cards,Fouls,"Anfield, Liverpool","Arena AufSchalke, Gelsenkirchen","Arena Lviv, Lviv","Arsenal Stadium, London","BVB Stadion Dortmund, Dortmund","BayArena, Leverkusen","Beşiktaş Park, Istanbul","Camp Nou, Barcelona","Camp de Mestalla, Valencia","City of Manchester Stadium, Manchester","Estadio Metropolitano, Madrid","Estadio Ramón Sánchez-Pizjuán, Seville","Estadio Santiago Bernabéu, Madrid","Estadio Vicente Calderón, Madrid","Estádio do Dragão, Porto","Estádio do Sport Lisboa e Benfica, Lisbon","Football Arena Munich, Munich","Johan Cruijff ArenA, Amsterdam","Juventus Stadium, Turin","KAA Gent Stadium, Ghent","King Power Stadium, Leicester","NSK Olimpiyskyi, Kyiv","OL Stadium, Décines","OSK Metalist Stadion, Kharkiv","Old Trafford, Manchester","Olympiastadion, Berlin","PSV Stadion, Eindhoven","Parc des Princes, Paris","Principality Stadium, Cardiff","RB Arena, Leipzig","St. Jakob-Park, Basel","Stade Louis II, Monaco","Stadio Olimpico, Rome","Stadio San Paolo, Naples","Stadio San Siro, Milan","Stadion Petrovskiy, St Petersburg","Stamford Bridge, London","Tottenham Hotspur Stadium, London","VfL Wolfsburg Arena, Wolfsburg","Wembley Stadium, London"
Barcelona,0.2857142857142857,0.48648648648648657,0.38461538461538464,0.5333333333333333,0.5,0.07133333333333333,0.125,0.3333333333333333,0.9090909090909091,0.5583153347732183,0.9605219811553027,0.5706278026905829,0.18622848200313014,0.278688524590164,0.4545454545454546,0.0392156862745098,0.25,0.375,0.0,0.6956521739130435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atlético,0.14285714285714285,0.32432432432432434,0.15384615384615385,0.5333333333333333,0.25,0.125,0.125,0.0,0.09090909090909094,0.05291576673866091,0.33019364804916407,0.04708520179372197,0.22535211267605648,0.29508196721311475,0.2727272727272727,0.39215686274509803,0.5,1.0,1.0,0.5652173913043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bayern,0.14285714285714285,0.3783783783783784,0.38461538461538464,0.5333333333333333,0.16666666666666666,0.11,0.3125,0.5555555555555556,0.8181818181818182,0.5345572354211664,0.8499190471414475,0.5257847533632287,0.3020344287949921,0.3278688524590164,0.09090909090909091,0.09803921568627451,0.41666666666666663,0.25,0.0,0.34782608695652173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benfica,0.0,0.35135135135135137,0.07692307692307693,0.5333333333333333,0.41666666666666663,0.0,0.3125,0.2222222222222222,0.18181818181818188,0.1263498920086393,0.3829889697683133,0.10874439461883406,0.28951486697965567,0.29508196721311475,0.18181818181818182,0.2745098039215686,0.16666666666666666,0.25,0.0,0.3913043478260869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barcelona,0.42857142857142855,0.43243243243243246,0.6153846153846154,0.3333333333333333,0.3333333333333333,0.07133333333333333,0.4375,0.2222222222222222,0.7727272727272728,0.6220302375809936,0.884854635551322,0.6143497757847534,0.187793427230047,0.47540983606557385,0.4545454545454546,0.1568627450980392,0.5833333333333333,0.125,0.0,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arsenal,0.14285714285714285,0.40540540540540543,0.3076923076923077,0.3333333333333333,0.5833333333333333,0.16666666666666666,0.4375,0.1111111111111111,0.2272727272727273,0.2570194384449245,0.6623136419683888,0.24663677130044842,0.2582159624413145,0.459016393442623,0.18181818181818182,0.2549019607843137,0.3333333333333333,0.5,0.0,0.34782608695652173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bayern,0.5714285714285714,0.6756756756756757,0.6153846153846154,0.5333333333333333,0.8333333333333333,0.11,0.3125,0.2222222222222222,0.9318181818181818,0.8153347732181426,0.9862335152100852,0.8228699551569507,0.8920187793427237,0.47540983606557385,0.2727272727272727,0.058823529411764705,0.16666666666666666,0.625,0.0,0.6956521739130435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juventus,0.2857142857142857,0.5405405405405406,0.8461538461538463,0.5333333333333333,0.16666666666666666,0.06666666666666667,0.3125,0.3333333333333333,0.06818181818181823,0.1025917926565875,0.5903454431244488,0.10650224215246637,0.9201877934272302,0.34426229508196726,0.0,0.4117647058823529,0.8333333333333333,0.875,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atlético,0.0,0.6216216216216217,0.46153846153846156,0.8,0.5,0.125,0.625,0.5555555555555556,0.5227272727272728,0.5550755939524838,0.8342418932658382,0.5414798206278026,1.0000000000000002,0.8524590163934427,0.09090909090909091,0.2549019607843137,0.3333333333333333,0.0,0.0,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSV,0.0,0.40540540540540543,0.07692307692307693,0.8,0.25,0.0,0.625,0.0,0.4772727272727274,0.338012958963283,0.5248492460737149,0.29708520179372194,0.8998435054773088,0.6721311475409837,0.4545454545454546,0.6862745098039216,0.5,0.5,0.0,0.608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Man. City,0.0,0.16216216216216217,0.07692307692307693,0.4,0.0,0.06666666666666667,0.125,0.3333333333333333,0.40909090909090906,0.3131749460043197,0.7464214871602404,0.3071748878923767,0.23630672926447605,0.4098360655737705,0.09090909090909091,0.1764705882352941,0.08333333333333333,0.125,0.0,0.34782608695652173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynamo Kyiv,0.0,0.2702702702702703,0.3076923076923077,0.4,0.08333333333333333,0.0,0.125,0.3333333333333333,0.5909090909090909,0.4244060475161988,0.7684032507168204,0.4103139013452915,0.34115805946791866,0.19672131147540983,0.2727272727272727,0.1176470588235294,0.0,0.25,0.0,0.3913043478260869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chelsea,0.14285714285714285,0.43243243243243246,0.6923076923076923,0.2,0.41666666666666663,0.6666666666666666,0.3125,0.2222222222222222,0.31818181818181823,0.3045356371490281,0.794818926803913,0.3060538116591928,0.13615023474178423,0.42622950819672134,0.4545454545454546,0.07843137254901962,0.25,0.375,0.0,0.5652173913043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Paris,0.2857142857142857,0.2702702702702703,0.38461538461538464,0.2,0.25,0.11,0.3125,0.6666666666666666,0.6818181818181818,0.6457883369330454,0.9634377452079343,0.6547085201793721,0.11111111111111138,0.37704918032786894,0.2727272727272727,0.2745098039215686,0.41666666666666663,0.375,0.0,0.4347826086956521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Zenit,0.14285714285714285,0.3783783783783784,0.3076923076923077,0.3333333333333333,0.5,0.0,0.4375,0.6666666666666666,0.5681818181818182,0.3142548596112311,0.6991791772611871,0.3015695067264574,0.2879499217527388,0.4426229508196722,0.5454545454545454,0.2745098039215686,0.16666666666666666,0.125,0.0,0.4782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Benfica,0.2857142857142857,0.40540540540540543,0.6923076923076923,0.3333333333333333,0.16666666666666666,0.0,0.4375,0.2222222222222222,0.43181818181818177,0.2062634989200864,0.604639803805703,0.1961883408071749,0.2816901408450705,0.5409836065573771,0.18181818181818182,0.3137254901960784,0.5,0.25,0.0,0.8260869565217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Real Madrid,0.2857142857142857,1.0000000000000002,0.8461538461538463,1.0,1.0,0.25,0.6875,0.2222222222222222,0.6136363636363636,0.4881209503239742,0.8751005161058236,0.48766816143497754,0.2660406885758999,0.6065573770491803,0.4545454545454546,0.13725490196078433,0.16666666666666666,0.125,0.0,0.1739130434782609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roma,0.0,0.5405405405405406,0.3076923076923077,1.0,0.16666666666666666,0.16666666666666666,0.6875,0.0,0.38636363636363635,0.29157667386609076,0.7144760575149531,0.2836322869955157,0.2973395931142411,0.37704918032786894,0.2727272727272727,0.37254901960784315,1.0,0.125,0.0,0.26086956521739124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wolfsburg,0.14285714285714285,0.43243243243243246,0.38461538461538464,0.4,0.5,0.0,0.375,0.2222222222222222,0.4545454545454545,0.33261339092872577,0.7503422651362337,0.3251121076233184,0.35054773082942114,0.4426229508196722,0.18181818181818182,0.1176470588235294,0.08333333333333333,0.0,0.0,0.4347826086956521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Gent,0.0,0.21621621621621623,0.15384615384615385,0.4,0.08333333333333333,0.0,0.375,0.3333333333333333,0.5454545454545455,0.4222462203023759,0.7997574670593388,0.413677130044843,0.28482003129890465,0.278688524590164,0.09090909090909091,0.13725490196078433,0.5,0.0,0.0,0.5652173913043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PSV,0.0,0.10810810810810811,0.07692307692307693,0.13333333333333333,0.16666666666666666,0.0,0.0625,0.0,0.4772727272727274,0.224622030237581,0.6735898708771684,0.21973094170403584,0.23161189358372458,0.4426229508196722,0.5454545454545454,0.4509803921568627,0.41666666666666663,0.25,1.0,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atlético,0.0,0.2702702702702703,0.3076923076923077,0.13333333333333333,0.41666666666666663,0.125,0.0625,0.1111111111111111,0.5227272727272728,0.40496760259179276,0.7725087387866378,0.39349775784753366,0.34898278560250384,0.4426229508196722,0.09090909090909091,0.196078431372549,0.16666666666666666,0.125,0.0,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynamo Kyiv,0.14285714285714285,0.32432432432432434,0.3076923076923077,0.4,0.25,0.0,0.375,0.2222222222222222,0.5681818181818182,0.3801295896328294,0.765115760693805,0.36995515695067266,0.3442879499217528,0.4918032786885247,0.4545454545454546,0.1764705882352941,0.08333333333333333,0.0,0.0,0.4782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Man. City,0.42857142857142855,0.32432432432432434,0.46153846153846156,0.4,0.08333333333333333,0.06666666666666667,0.375,0.1111111111111111,0.43181818181818177,0.3801295896328294,0.807827842608233,0.3766816143497758,0.21283255086072006,0.5737704918032788,0.6363636363636364,0.196078431372549,0.25,0.0,0.0,0.30434782608695654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juventus,0.2857142857142857,0.2972972972972973,0.5384615384615385,0.2,0.16666666666666666,0.06666666666666667,0.1875,0.1111111111111111,0.18181818181818188,0.15226781857451407,0.6779519836680019,0.15695067264573992,0.27230046948356823,0.2622950819672132,0.6363636363636364,0.3137254901960784,0.08333333333333333,0.125,0.0,0.4347826086956521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bayern,0.2857142857142857,0.21621621621621623,0.38461538461538464,0.2,0.08333333333333333,0.11,0.1875,0.0,0.8181818181818182,0.5356371490280778,0.9342325174630943,0.5437219730941705,0.27230046948356823,0.3278688524590164,0.36363636363636365,0.1176470588235294,0.16666666666666666,0.375,0.0,0.6521739130434782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arsenal,0.0,0.16216216216216217,0.15384615384615385,0.06666666666666667,0.3333333333333333,0.16666666666666666,0.0625,0.3333333333333333,0.15909090909090917,0.2062634989200864,0.5428788432535394,0.18946188340807174,0.23004694835680772,0.34426229508196726,0.4545454545454546,0.2941176470588235,0.5833333333333333,0.125,0.0,0.4347826086956521,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barcelona,0.2857142857142857,0.32432432432432434,0.38461538461538464,0.06666666666666667,0.5833333333333333,0.07133333333333333,0.0625,0.1111111111111111,0.8409090909090909,0.6058315334773219,0.8415028036798442,0.5896860986547086,0.20344287949921758,0.24590163934426235,0.2727272727272727,0.196078431372549,0.3333333333333333,0.125,0.0,0.4782608695652174,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roma,0.0,0.24324324324324326,0.07692307692307693,0.26666666666666666,0.41666666666666663,0.16666666666666666,0.4375,0.1111111111111111,0.2727272727272728,0.2732181425485961,0.7714771345959521,0.2746636771300448,0.3020344287949921,0.3606557377049181,0.4545454545454546,0.2549019607843137,0.5,0.0,0.0,0.3913043478260869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real Madrid,0.2857142857142857,0.3783783783783784,0.38461538461538464,0.26666666666666666,0.5,0.25,0.4375,0.1111111111111111,0.7272727272727274,0.5637149028077755,0.8875323731171418,0.5605381165919283,0.22222222222222232,0.3278688524590164,0.2727272727272727,0.21568627450980393,0.41666666666666663,0.25,0.0,0.30434782608695654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gent,0.2857142857142857,0.2972972972972973,0.6153846153846154,0.13333333333333333,0.16666666666666666,0.0,0.4375,0.2222222222222222,0.6363636363636364,0.43844492440604754,0.6957086275828552,0.4103139013452915,0.3380281690140847,0.4426229508196722,0.09090909090909091,0.07843137254901962,0.25,0.125,0.0,0.3913043478260869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wolfsburg,0.42857142857142855,0.21621621621621623,0.3076923076923077,0.13333333333333333,0.25,0.0,0.4375,0.0,0.36363636363636365,0.2354211663066955,0.5642882483934009,0.21636771300448432,0.3771517996870113,0.47540983606557385,0.09090909090909091,0.3333333333333333,0.16666666666666666,0.25,0.0,0.608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paris,0.2857142857142857,0.5135135135135136,0.6153846153846154,0.4666666666666667,0.41666666666666663,0.11,0.5625,0.2222222222222222,0.7500000000000001,0.5593952483801297,0.9069513272836769,0.5605381165919283,0.12519561815336466,0.4098360655737705,0.2727272727272727,0.09803921568627451,0.25,0.375,0.0,0.5652173913043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chelsea,0.14285714285714285,0.3783783783783784,0.38461538461538464,0.4666666666666667,0.25,0.6666666666666666,0.5625,0.2222222222222222,0.25,0.2170626349892009,0.7425892628647222,0.2208520179372197,0.12676056338028197,0.3606557377049181,0.18181818181818182,0.37254901960784315,0.41666666666666663,0.25,0.0,0.5217391304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benfica,0.14285714285714285,0.3783783783783784,0.38461538461538464,0.4,0.3333333333333333,0.0,0.3125,0.3333333333333333,0.7500000000000001,0.3844492440604752,0.7547760805345414,0.3721973094170404,0.16901408450704225,0.42622950819672134,0.18181818181818182,0.2745098039215686,0.08333333333333333,0.5,0.0,0.4782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zenit,0.0,0.21621621621621623,0.15384615384615385,0.4,0.08333333333333333,0.0,0.3125,0.7777777777777777,0.25,0.09935205183585313,0.4975403264105345,0.09641255605381166,0.1721439749608764,0.5081967213114754,0.36363636363636365,0.39215686274509803,0.3333333333333333,0.5,1.0,0.3913043478260869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juventus,0.14285714285714285,0.2702702702702703,0.3076923076923077,0.2,0.3333333333333333,0.0,0.0625,0.3333333333333333,0.36363636363636365,0.2678185745140389,0.6855840930142234,0.2589686098654708,0.19874804381846656,0.24590163934426235,0.36363636363636365,0.1176470588235294,0.5833333333333333,0.625,1.0,0.8695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real Madrid,0.5714285714285714,0.3783783783783784,0.38461538461538464,0.2,0.5833333333333333,0.0,0.0625,0.1111111111111111,0.6363636363636364,0.40064794816414695,0.919989822349017,0.413677130044843,0.14241001564945255,0.4426229508196722,0.5454545454545454,0.1176470588235294,0.3333333333333333,0.5,0.0,0.6521739130434782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atlético,0.2857142857142857,0.43243243243243246,0.5384615384615385,0.4666666666666667,0.25,0.0,0.4375,0.1111111111111111,0.2727272727272728,0.1619870410367171,0.21831212868512484,0.12107623318385652,0.2863849765258215,0.47540983606557385,0.36363636363636365,0.21568627450980393,0.5,0.5,0.0,0.8695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real Madrid,0.14285714285714285,0.48648648648648657,0.46153846153846156,0.4666666666666667,0.5,0.0,0.4375,0.2222222222222222,0.7272727272727274,0.44492440604751626,0.7717941102714878,0.42937219730941706,0.13458528951486715,0.37704918032786894,0.18181818181818182,0.39215686274509803,0.25,0.25,0.0,0.1739130434782609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juventus,0.2857142857142857,0.3783783783783784,0.46153846153846156,0.26666666666666666,0.41666666666666663,0.0,0.375,0.2222222222222222,0.43181818181818177,0.2602591792656588,0.7119075223965092,0.25560538116591924,0.15492957746478897,0.3606557377049181,0.36363636363636365,0.2941176470588235,0.3333333333333333,0.25,0.0,0.34782608695652173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
