Players,Teams,Goals scored,Total shots,Shots on Target,Assists,Interceptions,Crosses,Fouls committed,Offsides,Time Played
Amartey,Leicester,0,0,0,0,0,0,0,0,2
Okazaki,Leicester,0,0,0,0,0,0,0,0,0
Gray,Leicester,0,1,0,0,0,0,0,0,32
Benalouane,Leicester,0,0,0,0,0,0,0,0,0
Claudio Ranieri,Leicester(COACH),0,0,0,0,0,0,0,0,0
"Leno
 (GK)",Leverkusen,0,0,0,0,0,0,0,0,90
Dragović,Leverkusen,0,0,0,0,1,0,1,0,90
Hernández,Leverkusen,0,5,2,0,0,1,1,0,90
Wendell,Leverkusen,0,0,0,0,1,7,1,0,90
Brandt,Leverkusen,0,1,0,0,0,5,0,0,87
Aránguiz,Leverkusen,0,0,0,0,2,1,2,0,90
Ömer Toprak,Leverkusen,0,0,0,0,1,1,0,0,90
Havertz,Leverkusen,0,0,0,0,0,0,0,0,56
Bellarabi,Leverkusen,1,1,1,0,1,2,6,1,66
Henrichs,Leverkusen,0,1,0,1,3,2,1,0,90
Kampl,Leverkusen,0,5,1,0,3,1,2,0,90
"Özcan
 (GK)",Leverkusen,0,0,0,0,0,0,0,0,0
Bailey,Leverkusen,0,1,0,0,0,0,0,0,3
Mehmedi,Leverkusen,0,0,0,0,0,0,0,0,0
Baumgartlinger,Leverkusen,0,0,0,0,0,0,0,0,0
Jedvaj,Leverkusen,0,0,0,0,0,0,0,0,0
Pohjanpalo,Leverkusen,0,0,0,0,0,0,0,0,24
Volland,Leverkusen,0,0,0,0,0,3,0,0,34
Roger Schmidt,Leverkusen(COACH),0,0,0,0,0,0,0,0,0
"Moyà
 (GK)",Atlético,0,0,0,0,0,0,0,0,90
Filipe Luís,Atlético,0,0,0,0,1,1,1,0,90
Koke,Atlético,0,0,0,0,2,4,2,0,90
Griezmann,Atlético,1,3,3,0,1,1,0,0,78
Saúl Ñíguez,Atlético,1,1,1,0,3,0,0,1,90
Carrasco,Atlético,0,1,0,0,0,0,0,2,78
Gabi,Atlético,0,0,0,1,2,2,1,0,90
Savić,Atlético,0,1,0,0,1,0,0,0,90
Vrsaljko,Atlético,0,0,0,1,2,3,1,0,90
Gameiro,Atlético,1,3,1,1,1,0,2,1,71
Giménez,Atlético,0,0,0,0,4,0,0,0,90
"Oblak
 (GK)",Atlético,0,0,0,0,0,0,0,0,0
Torres,Atlético,1,1,1,0,0,0,1,0,12
Correa,Atlético,0,1,1,0,0,0,1,0,12
Hernández,Leverkusen,0,0,0,0,0,0,0,0,0
Thomas,Atlético,0,0,0,0,0,1,0,0,19
Gaitán,Atlético,0,0,0,0,0,0,0,0,0
Caio Henrique,Atlético,0,0,0,0,0,0,0,0,0
Diego Simeone,Atlético(COACH),0,0,0,0,0,0,0,0,0
"Caballero
 (GK)",Man. City,0,0,0,0,0,0,0,0,90
Sagna,Man. City,0,0,0,0,2,0,0,0,90
Sterling,Man. City,1,2,1,1,1,2,0,2,89
Agüero,Man. City,2,4,3,1,0,2,2,1,87
De Bruyne,Man. City,0,0,0,0,2,7,1,0,90
Sané,Man. City,1,2,1,1,1,4,1,0,90
David Silva,Man. City,0,0,0,1,0,2,2,0,90
Stones,Man. City,1,1,1,0,0,0,0,0,90
Fernandinho,Man. City,0,0,0,0,0,1,2,0,62
Otamendi,Man. City,0,0,0,0,3,0,1,0,90
Touré,Man. City,0,1,0,1,0,0,1,0,90
"Bravo
 (GK)",Man. City,0,0,0,0,0,0,0,0,0
Zabaleta,Man. City,0,0,0,0,0,0,0,0,28
Fernando,Man. City,0,0,0,0,0,0,2,0,3
Nolito,Man. City,0,0,0,0,0,0,0,0,0
Jesús Navas,Man. City,0,0,0,0,0,0,0,0,1
Delph,Man. City,0,0,0,0,0,0,0,0,0
Iheanacho,Man. City,0,0,0,0,0,0,0,0,0
Josep Guardiola,Man. City(COACH),0,0,0,0,0,0,0,0,0
"Subašić
 (GK)",Monaco,0,0,0,0,0,0,0,0,90
Fabinho,Monaco,0,2,0,2,2,1,3,0,90
Falcao,Monaco,2,5,4,0,1,0,1,1,90
Bernardo Silva,Monaco,0,0,0,0,2,1,2,1,84
Bakayoko,Monaco,0,0,0,0,1,1,2,0,88
Sidibé,Monaco,0,1,0,0,2,5,5,1,90
B. Mendy,Monaco,0,1,1,0,0,4,0,0,90
Raggi,Monaco,0,0,0,0,2,0,0,0,90
Glik,Monaco,0,1,0,0,2,0,1,0,90
Lemar,Monaco,0,2,0,1,1,6,1,0,90
Mbappé,Monaco,1,3,1,0,0,1,0,2,79
Dirar,Monaco,0,0,0,0,0,0,0,0,90
João Moutinho,Monaco,0,0,0,0,1,1,0,0,90
Carrillo,Monaco,0,0,0,0,0,0,0,0,90
"De Sanctis
 (GK)",Monaco,0,0,0,0,0,0,0,0,0
Germain,Monaco,0,0,0,0,0,0,0,0,11
Diallo,Monaco,0,0,0,0,0,0,0,0,0
Touré,Man. City,0,0,0,0,0,0,0,0,0
Leonardo Jardim,Monaco(COACH),0,0,0,0,0,0,0,0,0
"Neuer
 (GK)",Bayern,0,0,0,0,0,0,0,0,90
Hummels,Bayern,0,1,0,0,2,0,1,0,90
Thiago Alcántara,Bayern,2,2,2,1,0,1,2,0,90
Javi Martínez,Bayern,0,2,1,0,0,0,0,0,90
Lewandowski,Bayern,1,5,1,1,0,1,2,3,86
Robben,Bayern,1,6,4,0,0,4,0,0,88
Douglas Costa,Bayern,0,2,1,1,1,5,1,0,84
Xabi Alonso,Bayern,0,0,0,0,1,0,2,0,90
Lahm,Bayern,0,0,0,1,0,4,1,0,90
Vidal,Bayern,0,4,2,0,1,0,2,0,90
Alaba,Bayern,0,0,0,0,0,4,0,0,90
"Ulreich
 (GK)",Bayern,0,0,0,0,0,0,0,0,0
Rafinha,Bayern,0,0,0,0,0,0,0,0,2
Bernat,Bayern,0,0,0,0,0,0,0,0,0
Müller,Bayern,1,1,1,0,0,0,0,0,4
Coman,Bayern,0,0,0,0,0,0,0,0,0
Kimmich,Bayern,0,1,0,0,0,0,1,0,6
Renato Sanches,Bayern,0,0,0,0,0,0,0,0,0
Carlo Ancelotti,Bayern(COACH),0,0,0,0,0,0,0,0,0
"Ospina
 (GK)",Arsenal,0,0,0,0,0,0,0,0,90
Gibbs,Arsenal,0,0,0,0,1,0,1,0,90
Koscielny,Arsenal,0,0,0,0,3,0,0,0,49
Alexis Sánchez,Arsenal,1,2,2,0,1,2,3,1,90
Özil,Arsenal,0,2,2,0,0,2,0,0,90
Oxlade-Chamberlain,Arsenal,0,0,0,0,0,0,1,0,90
Iwobi,Arsenal,0,1,0,0,1,0,1,0,66
Mustafi,Arsenal,0,0,0,0,2,0,1,0,90
Bellerín,Arsenal,0,0,0,0,2,1,0,0,90
Xhaka,Arsenal,0,1,1,0,1,0,2,1,90
Coquelin,Arsenal,0,0,0,0,1,0,2,0,77
Gabriel,Arsenal,0,0,0,0,0,0,0,0,90
Giroud,Arsenal,0,1,0,0,0,0,0,0,90
Walcott,Arsenal,0,0,0,0,0,0,0,0,90
Monreal,Arsenal,0,0,0,0,0,0,0,0,90
Welbeck,Arsenal,0,0,0,0,0,0,0,0,90
"Čech
 (GK)",Arsenal,0,0,0,0,0,0,0,0,0
Elneny,Arsenal,0,0,0,0,0,0,0,0,0
Arsène Wenger,Arsenal(COACH),0,0,0,0,0,0,0,0,0
"Navas
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,90
Carvajal,Real Madrid,0,0,0,1,2,3,0,0,90
Ramos,Real Madrid,0,1,0,0,0,0,1,0,71
Varane,Real Madrid,0,1,0,0,2,0,0,0,90
Ronaldo,Real Madrid,0,3,0,1,1,3,0,3,90
Kroos,Real Madrid,1,1,1,0,3,3,0,0,90
Benzema,Real Madrid,1,5,3,0,0,1,1,1,81
James Rodríguez,Real Madrid,0,1,1,0,2,6,2,2,76
Marcelo,Real Madrid,0,3,0,0,1,2,2,1,90
Casemiro,Real Madrid,1,2,1,0,7,0,2,0,90
Modrić,Real Madrid,0,3,0,0,3,1,1,0,90
"Casilla
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,0
Pepe,Real Madrid,0,0,0,0,0,0,0,0,19
Nacho,Real Madrid,0,0,0,0,0,0,0,0,0
Kovačić,Real Madrid,0,0,0,0,0,0,0,0,0
Lucas Vázquez,Real Madrid,0,0,0,0,0,0,0,0,14
Morata,Real Madrid,0,0,0,0,0,0,0,0,9
Isco,Real Madrid,0,0,0,0,0,0,0,0,0
Zinédine Zidane,Real Madrid(COACH),0,0,0,0,0,0,0,0,0
"Reina
 (GK)",Napoli,0,0,0,0,0,0,0,0,90
Hysaj,Napoli,0,0,0,0,0,0,1,0,90
Callejón,Napoli,0,1,0,0,0,2,1,1,90
Mertens,Napoli,0,3,1,0,0,1,3,0,90
Hamšík,Napoli,0,1,0,1,0,0,0,0,83
Zieliński,Napoli,0,0,0,0,1,0,1,0,75
Insigne,Napoli,1,2,1,0,2,2,1,0,90
Koulibaly,Napoli,0,0,0,0,3,0,2,0,90
Ghoulam,Napoli,0,1,0,0,0,5,1,0,90
Albiol,Napoli,0,0,0,0,3,0,0,0,90
Diawara,Napoli,0,0,0,0,1,0,1,0,90
"Rafael Cabral
 (GK)",Napoli,0,0,0,0,0,0,0,0,0
Giaccherini,Napoli,0,0,0,0,0,0,0,0,0
Allan,Napoli,0,0,0,0,0,0,1,0,15
Jorginho,Napoli,0,0,0,0,0,0,0,0,0
Maggio,Napoli,0,0,0,0,0,0,0,0,0
Maksimović,Napoli,0,0,0,0,0,0,0,0,0
Milik,Napoli,0,0,0,0,0,0,0,0,7
Maurizio Sarri,Napoli(COACH),0,0,0,0,0,0,0,0,0
"Ederson
 (GK)",Benfica,0,0,0,0,0,0,0,0,90
Luisão,Benfica,0,1,0,1,4,0,0,0,90
Fejsa,Benfica,0,0,0,0,1,0,4,0,90
Mitroglou,Benfica,1,1,1,0,0,0,1,0,75
Lindelöf,Benfica,0,0,0,0,4,0,1,0,90
Carrillo,Benfica,0,0,0,0,0,0,0,0,46
Salvio,Benfica,0,1,0,0,0,3,3,2,90
Eliseu,Benfica,0,0,0,0,0,0,2,0,90
Pizzi,Benfica,0,0,0,0,3,4,1,0,90
Rafa Silva,Benfica,0,2,0,0,0,0,0,0,67
Semedo,Benfica,0,0,0,0,2,1,1,0,90
"Júlio César
 (GK)",Benfica,0,0,0,0,0,0,0,0,0
Filipe Augusto,Benfica,0,0,0,0,0,0,2,0,44
Samaris,Benfica,0,0,0,0,0,0,0,0,0
Jiménez,Benfica,0,0,0,0,1,0,0,0,15
Cervi,Benfica,0,0,0,0,1,0,0,0,23
Jardel,Benfica,0,0,0,0,0,0,0,0,0
André Almeida,Benfica,0,0,0,0,0,0,0,0,0
Rui Vitória,Benfica(COACH),0,0,0,0,0,0,0,0,0
"Bürki
 (GK)",Dortmund,0,0,0,0,0,0,0,0,90
Bartra,Dortmund,0,1,0,0,3,1,3,0,90
Dembélé,Dortmund,0,3,1,0,0,6,1,1,90
Reus,Dortmund,0,2,1,0,1,2,0,2,82
Guerreiro,Dortmund,0,0,0,0,2,4,1,1,82
Aubameyang,Dortmund,0,3,1,0,0,0,0,3,62
Papastathopoulos,Dortmund,0,0,0,0,2,0,0,0,90
Piszczek,Dortmund,0,2,1,0,3,0,0,0,90
Schmelzer,Dortmund,0,1,0,0,3,3,2,0,90
Weigl,Dortmund,0,0,0,0,1,0,1,0,90
Durm,Dortmund,0,0,0,0,1,0,1,1,90
"Weidenfeller
 (GK)",Dortmund,0,0,0,0,0,0,0,0,0
Schürrle,Dortmund,0,0,0,0,1,0,0,0,28
Pulišić,Dortmund,0,2,1,0,0,1,1,0,8
Kagawa,Dortmund,0,0,0,0,0,0,0,0,0
Castro,Dortmund,0,0,0,0,1,2,0,0,8
Ginter,Dortmund,0,0,0,0,0,0,0,0,0
Passlack,Dortmund,0,0,0,0,0,0,0,0,0
Thomas Tuchel,Dortmund(COACH),0,0,0,0,0,0,0,0,0
"Trapp
 (GK)",Paris,0,0,0,0,0,0,0,0,90
Kimpembe,Paris,0,1,1,0,0,1,1,0,90
Marquinhos,Paris,0,0,0,0,0,0,1,0,90
Verratti,Paris,0,0,0,1,0,0,2,0,69
Cavani,Paris,1,5,2,0,0,0,0,0,90
Di María,Paris,2,3,2,0,1,4,1,0,61
Meunier,Paris,0,0,0,1,1,2,2,0,90
Matuidi,Paris,0,1,1,0,3,1,1,0,90
Kurzawa,Paris,0,0,0,1,4,4,0,0,90
Draxler,Paris,1,3,2,0,4,0,1,0,86
Rabiot,Paris,0,1,1,0,4,2,3,0,90
"Areola
 (GK)",Paris,0,0,0,0,0,0,0,0,0
Moura,Paris,0,2,1,0,0,0,1,0,29
Pastore,Paris,0,0,0,0,0,0,0,0,4
Maxwell,Paris,0,0,0,0,0,0,0,0,0
Aurier,Paris,0,0,0,0,0,0,0,0,0
Ben Arfa,Paris,0,0,0,0,0,0,0,0,0
Nkunku,Paris,0,0,0,0,1,0,1,0,21
Unai Emery,Paris(COACH),0,0,0,0,0,0,0,0,0
"Ter Stegen
 (GK)",Barcelona,0,0,0,0,0,0,0,0,90
Piqué,Barcelona,0,0,0,0,2,0,1,0,90
Sergio Busquets,Barcelona,0,0,0,0,2,0,3,0,90
Iniesta,Barcelona,0,0,0,0,2,1,0,0,72
Luis Suárez,Barcelona,0,0,0,0,0,0,2,1,90
Messi,Barcelona,0,1,0,0,0,2,0,0,90
Neymar,Barcelona,0,2,0,0,0,7,0,1,90
Jordi Alba,Barcelona,0,0,0,0,0,0,1,0,90
Sergi Roberto,Barcelona,0,1,0,0,1,1,0,0,90
André Gomes,Barcelona,0,1,1,0,1,0,1,0,58
Umtiti,Barcelona,0,1,0,0,1,1,1,0,90
"Cillessen
 (GK)",Barcelona,0,0,0,0,0,0,0,0,0
Rakitić,Barcelona,0,1,0,0,0,1,2,0,18
Denis Suárez,Barcelona,0,0,0,0,0,0,0,0,0
Rafinha,Barcelona,0,0,0,0,0,0,1,0,32
Alcácer,Barcelona,0,0,0,0,0,0,0,0,0
Digne,Barcelona,0,0,0,0,0,0,0,0,0
Mathieu,Barcelona,0,0,0,0,0,0,0,0,0
Luis Enrique,Barcelona(COACH),0,0,0,0,0,0,0,0,0
"Navas
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,90
Carvajal,Real Madrid,0,0,0,0,0,0,0,0,37
Ramos,Real Madrid,0,0,0,0,1,0,0,0,90
Varane,Real Madrid,0,0,0,0,2,0,0,0,90
Ronaldo,Real Madrid,0,3,1,0,0,0,0,1,90
Kroos,Real Madrid,0,0,0,0,1,3,1,1,90
Benzema,Real Madrid,1,4,2,0,0,1,0,2,89
Modrić,Real Madrid,0,0,0,0,0,1,0,0,90
Marcelo,Real Madrid,0,1,0,2,3,3,2,0,90
Casemiro,Real Madrid,0,0,0,0,3,0,0,0,90
Isco,Real Madrid,0,2,1,0,1,2,0,2,61
"Casilla
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,0
Nacho,Real Madrid,0,1,0,0,1,1,1,0,53
Bale,Real Madrid,2,2,2,0,0,0,0,1,29
Theo Hernández,Real Madrid,0,0,0,0,0,0,0,0,0
Lucas Vázquez,Real Madrid,0,0,0,0,0,0,0,0,0
Asensio,Real Madrid,0,0,0,0,0,1,1,0,1
Kovačić,Real Madrid,0,0,0,0,0,0,0,0,0
Zinédine Zidane,Real Madrid(COACH),0,0,0,0,0,0,0,0,0
"Karius
 (GK)",Liverpool,0,0,0,0,0,0,0,0,90
Van Dijk,Liverpool,0,1,0,0,1,0,1,0,90
Wijnaldum,Liverpool,0,1,0,0,0,0,1,0,90
Lovren,Liverpool,0,1,0,1,1,0,1,0,90
Milner,Liverpool,0,1,0,0,0,8,2,0,83
Firmino,Liverpool,0,3,1,0,0,0,3,1,90
Salah,Liverpool,0,2,0,0,0,1,1,0,31
Henderson,Liverpool,0,0,0,0,2,0,0,0,90
Mané,Liverpool,1,3,1,0,0,2,5,0,90
Robertson,Liverpool,0,0,0,0,2,2,1,0,90
Alexander-Arnold,Liverpool,0,1,1,0,1,5,2,0,90
"Mignolet
 (GK)",Liverpool,0,0,0,0,0,0,0,0,0
Clyne,Liverpool,0,0,0,0,0,0,0,0,0
Klavan,Liverpool,0,0,0,0,0,0,0,0,0
Moreno,Liverpool,0,0,0,0,0,0,0,0,0
Lallana,Liverpool,0,1,0,0,1,0,1,2,59
Emre Can,Liverpool,0,0,0,0,0,0,0,0,7
Solanke,Liverpool,0,0,0,0,0,0,0,0,0
Jürgen Klopp,Liverpool(COACH),0,0,0,0,0,0,0,0,0
"Alisson Becker
 (GK)",Roma,0,0,0,0,0,0,0,0,90
Nainggolan,Roma,2,3,2,0,0,5,3,0,90
Lorenzo Pellegrini,Roma,0,1,0,0,1,4,1,0,53
Džeko,Roma,1,9,2,0,0,2,1,1,90
Kolarov,Roma,0,0,0,1,0,14,2,0,90
Schick,Roma,0,1,0,0,0,0,1,1,90
De Rossi,Roma,0,1,0,0,1,0,1,0,69
Fazio,Roma,0,0,0,0,0,1,0,1,90
Florenzi,Roma,0,2,0,0,0,5,1,0,90
Manolas,Roma,0,0,0,0,0,0,0,0,90
El Shaarawy,Roma,0,3,1,1,0,2,0,0,75
"Skorupski
 (GK)",Roma,0,0,0,0,0,0,0,0,0
Juan Jesus,Roma,0,0,0,0,0,0,0,0,0
Cengiz Ünder,Roma,0,3,1,0,0,1,0,0,37
Gonalons,Roma,0,1,0,0,1,0,0,0,21
Bruno Peres,Roma,0,0,0,0,0,0,0,0,0
Gerson,Roma,0,0,0,0,0,0,0,0,0
Antonucci,Roma,0,0,0,0,0,1,0,0,15
Eusebio Di Francesco,Roma(COACH),0,0,0,0,0,0,0,0,0
"Karius
 (GK)",Liverpool,0,0,0,0,1,0,0,0,90
Van Dijk,Liverpool,0,0,0,0,0,0,1,0,90
Wijnaldum,Liverpool,1,1,1,0,0,0,0,0,90
Lovren,Liverpool,0,0,0,0,2,0,2,0,90
Milner,Liverpool,0,0,0,0,2,2,3,0,90
Firmino,Liverpool,0,4,1,1,0,0,1,0,87
Salah,Liverpool,0,3,1,0,0,0,1,3,90
Henderson,Liverpool,0,0,0,0,2,0,1,0,90
Mané,Liverpool,1,3,2,0,2,0,1,2,83
Robertson,Liverpool,0,0,0,0,0,1,0,0,90
Alexander-Arnold,Liverpool,0,0,0,0,2,3,1,0,90
"Mignolet
 (GK)",Liverpool,0,0,0,0,0,0,0,0,0
Clyne,Liverpool,0,0,0,0,0,0,0,0,0
Klavan,Liverpool,0,0,0,0,0,0,1,0,7
Moreno,Liverpool,0,0,0,0,0,0,0,0,0
Ings,Liverpool,0,0,0,0,0,0,0,0,0
Solanke,Liverpool,0,0,0,0,0,0,2,0,3
Woodburn,Liverpool,0,0,0,0,0,0,0,0,0
Jürgen Klopp,Liverpool(COACH),0,0,0,0,0,0,0,0,0
"Navas
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,90
Ramos,Real Madrid,0,1,0,0,2,0,0,0,90
Varane,Real Madrid,0,0,0,0,2,0,0,0,90
Ronaldo,Real Madrid,0,5,1,0,1,0,0,0,90
Kroos,Real Madrid,0,0,0,0,1,2,1,0,90
Benzema,Real Madrid,2,2,2,0,0,0,2,1,72
Modrić,Real Madrid,0,1,0,0,3,0,3,0,90
Marcelo,Real Madrid,0,0,0,1,1,3,0,0,90
Lucas Vázquez,Real Madrid,0,0,0,0,2,1,3,1,90
Asensio,Real Madrid,0,0,0,0,0,2,0,0,88
Kovačić,Real Madrid,0,0,0,0,1,0,0,0,73
"Casilla
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,0
Nacho,Real Madrid,0,0,0,0,0,0,0,0,2
Bale,Real Madrid,0,0,0,0,1,1,0,1,18
Casemiro,Real Madrid,0,0,0,0,0,0,1,0,17
Theo Hernández,Real Madrid,0,0,0,0,0,0,0,0,0
Mayoral,Real Madrid,0,0,0,0,0,0,0,0,0
Ceballos,Real Madrid,0,0,0,0,0,0,0,0,0
Zinédine Zidane,Real Madrid(COACH),0,0,0,0,0,0,0,0,0
"Ulreich
 (GK)",Bayern,0,0,0,0,0,0,0,0,90
Süle,Bayern,0,1,0,0,3,1,1,0,90
Hummels,Bayern,0,4,1,0,1,0,0,0,90
Thiago Alcántara,Bayern,0,0,0,0,4,2,1,0,90
Ribéry,Bayern,0,0,0,0,0,4,1,0,90
Lewandowski,Bayern,0,3,2,0,1,2,1,0,90
James Rodríguez,Bayern,1,5,2,0,1,9,2,0,84
Tolisso,Bayern,0,3,1,1,0,0,1,0,74
Müller,Bayern,0,4,2,0,2,6,1,0,90
Alaba,Bayern,0,1,1,0,1,8,0,0,90
Kimmich,Bayern,1,1,1,0,6,6,1,0,90
Wagner,Bayern,0,0,0,0,0,0,1,0,90
Javi Martínez,Bayern,0,1,0,0,0,0,1,0,90
Rafinha,Bayern,0,0,0,0,0,0,0,0,90
Mai,Bayern,0,0,0,0,0,0,0,0,90
Rudy,Bayern,0,0,0,0,0,0,0,0,90
"Starke
 (GK)",Bayern,0,0,0,0,0,0,0,0,0
Dorsch,Bayern,0,0,0,0,0,0,0,0,0
Jupp Heynckes,Bayern(COACH),0,0,0,0,0,0,0,0,0
"Ulreich
 (GK)",Bayern,0,0,0,0,0,0,0,0,90
Hummels,Bayern,0,2,0,0,1,0,0,0,90
Ribéry,Bayern,0,4,2,0,1,7,1,0,90
Javi Martínez,Bayern,0,1,0,0,3,1,1,0,75
Lewandowski,Bayern,0,4,1,0,0,0,1,0,90
Robben,Bayern,0,0,0,0,0,1,0,0,8
James Rodríguez,Bayern,0,0,0,1,1,8,0,0,90
Rafinha,Bayern,0,2,1,0,3,3,0,0,90
Boateng,Bayern,0,0,0,0,0,0,1,0,34
Müller,Bayern,0,2,0,0,0,3,1,0,90
Kimmich,Bayern,1,1,1,0,2,5,1,0,90
Wagner,Bayern,0,0,0,0,0,0,0,0,90
Süle,Bayern,0,0,0,0,0,0,0,0,90
Thiago Alcántara,Bayern,0,1,0,0,2,0,2,0,90
Bernat,Bayern,0,0,0,0,0,0,0,0,90
Rudy,Bayern,0,0,0,0,0,0,0,0,90
"Starke
 (GK)",Bayern,0,0,0,0,0,0,0,0,0
Tolisso,Bayern,0,0,0,0,0,1,0,0,15
Jupp Heynckes,Bayern(COACH),0,0,0,0,0,0,0,0,0
"Navas
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,90
Carvajal,Real Madrid,0,1,1,1,2,0,2,0,67
Ramos,Real Madrid,0,0,0,0,3,0,1,0,90
Varane,Real Madrid,0,0,0,0,1,1,1,0,90
Ronaldo,Real Madrid,0,2,0,0,0,0,2,3,90
Kroos,Real Madrid,0,0,0,0,1,4,0,1,90
Modrić,Real Madrid,0,0,0,0,1,0,2,0,90
Marcelo,Real Madrid,1,1,1,0,0,0,0,0,90
Casemiro,Real Madrid,0,0,0,0,3,0,2,0,83
Lucas Vázquez,Real Madrid,0,0,0,1,1,1,3,1,90
Isco,Real Madrid,0,1,0,0,0,0,0,1,46
"Casilla
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,0
Vallejo,Real Madrid,0,0,0,0,0,0,0,0,0
Benzema,Real Madrid,0,1,1,0,0,0,0,0,23
Bale,Real Madrid,0,0,0,0,0,0,0,0,0
Theo Hernández,Real Madrid,0,0,0,0,0,0,0,0,0
Asensio,Real Madrid,1,1,1,0,0,1,1,0,44
Kovačić,Real Madrid,0,0,0,0,0,0,0,0,7
Zinédine Zidane,Real Madrid(COACH),0,0,0,0,0,0,0,0,0
"Karius
 (GK)",Liverpool,0,0,0,0,0,0,0,0,90
Van Dijk,Liverpool,0,0,0,0,1,0,2,0,90
Lovren,Liverpool,0,1,0,0,3,1,1,0,90
Milner,Liverpool,0,1,0,1,1,3,5,0,90
Firmino,Liverpool,2,5,3,2,0,2,0,0,90
Salah,Liverpool,2,4,4,2,0,4,1,2,75
Henderson,Liverpool,0,0,0,0,1,0,0,0,90
Mané,Liverpool,1,4,1,0,1,1,1,2,90
Oxlade-Chamberlain,Liverpool,0,1,1,0,0,0,0,0,18
Robertson,Liverpool,0,1,1,0,1,2,0,0,90
Alexander-Arnold,Liverpool,0,2,0,0,1,7,1,1,90
"Mignolet
 (GK)",Liverpool,0,0,0,0,0,0,0,0,0
Clyne,Liverpool,0,0,0,0,0,0,0,0,0
Wijnaldum,Liverpool,0,2,1,0,3,0,1,0,72
Klavan,Liverpool,0,0,0,0,0,0,0,0,0
Moreno,Liverpool,0,0,0,0,0,0,0,0,0
Ings,Liverpool,0,0,0,0,1,0,1,0,15
Solanke,Liverpool,0,0,0,0,0,0,0,0,0
Jürgen Klopp,Liverpool(COACH),0,0,0,0,0,0,0,0,0
"Alisson Becker
 (GK)",Roma,0,0,0,0,0,0,0,0,90
Nainggolan,Roma,0,3,0,1,0,2,0,0,90
Juan Jesus,Roma,0,0,0,0,0,0,1,0,67
Strootman,Roma,0,1,1,0,2,2,2,0,90
Džeko,Roma,1,3,2,0,0,2,0,1,90
Kolarov,Roma,0,1,1,0,0,6,2,0,90
De Rossi,Roma,0,0,0,0,3,0,0,0,67
Cengiz Ünder,Roma,0,0,0,0,0,1,0,1,46
Fazio,Roma,0,1,0,0,3,1,0,0,90
Florenzi,Roma,0,0,0,0,2,6,0,0,90
Manolas,Roma,0,0,0,0,1,0,0,0,90
"Skorupski
 (GK)",Roma,0,0,0,0,0,0,0,0,0
Lorenzo Pellegrini,Roma,0,0,0,0,0,0,0,0,0
Perotti,Roma,1,3,1,0,0,2,0,1,23
Schick,Roma,0,2,1,0,0,0,1,0,44
Gonalons,Roma,0,0,0,0,1,0,1,0,23
Bruno Peres,Roma,0,0,0,0,0,0,0,0,0
El Shaarawy,Roma,0,0,0,0,0,0,0,0,0
Eusebio Di Francesco,Roma(COACH),0,0,0,0,0,0,0,0,0
"Ulreich
 (GK)",Bayern,0,0,0,0,0,0,0,0,90
Hummels,Bayern,0,1,0,0,0,0,2,0,90
Ribéry,Bayern,0,2,2,0,0,3,0,0,71
Javi Martínez,Bayern,0,1,0,0,2,0,3,0,90
Lewandowski,Bayern,0,2,1,0,0,0,1,2,77
Robben,Bayern,0,5,0,0,0,2,1,1,90
James Rodríguez,Bayern,0,4,2,0,1,8,1,2,90
Rafinha,Bayern,0,0,0,0,2,4,3,0,87
Boateng,Bayern,0,0,0,0,1,1,1,0,90
Müller,Bayern,0,2,1,0,1,1,1,0,90
Kimmich,Bayern,0,1,0,0,0,9,0,0,90
Wagner,Bayern,0,0,0,0,0,0,0,0,90
Süle,Bayern,0,0,0,0,0,0,0,0,90
Thiago Alcántara,Bayern,0,0,0,0,0,0,0,0,90
Bernat,Bayern,0,0,0,0,0,0,0,0,90
Rudy,Bayern,0,0,0,0,0,0,0,0,90
"Starke
 (GK)",Bayern,0,0,0,0,0,0,0,0,0
Tolisso,Bayern,0,0,0,0,0,0,0,0,0
Jupp Heynckes,Bayern(COACH),0,0,0,0,0,0,0,0,0
"Soria
 (GK)",Sevilla,0,0,0,0,0,0,0,0,90
Lenglet,Sevilla,0,2,0,0,1,0,3,0,90
Ben Yedder,Sevilla,0,1,0,0,0,0,1,0,65
Banega,Sevilla,0,1,0,0,0,3,1,0,90
Correa,Sevilla,0,1,0,0,0,0,2,0,90
Nzonzi,Sevilla,0,2,0,0,0,0,1,0,90
Jesús Navas,Sevilla,0,0,0,0,1,3,1,0,90
Sarabia,Sevilla,0,2,0,0,1,1,0,0,70
Escudero,Sevilla,0,1,0,0,1,1,1,0,90
Vázquez,Sevilla,0,0,0,0,0,0,1,0,81
Mercado,Sevilla,0,0,0,0,0,0,1,0,90
"Rico
 (GK)",Sevilla,0,0,0,0,0,0,0,0,0
Daniel Carriço,Sevilla,0,0,0,0,0,0,0,0,0
Pizarro,Sevilla,0,0,0,0,0,0,0,0,0
