,Players,Teams,Goals scored,Total shots,Shots on Target,Assists,Interceptions,Crosses,Fouls committed,Offsides,Time Played
1265,"Caballero
 (GK)",Man. City,0,0,0,0,0,0,0,0,0
1266,Zabaleta,Man. City,0,0,0,0,0,0,0,0,0
1267,Sterling,Man. City,0,0,0,0,0,0,0,0,13
1268,Kolarov,Man. City,0,0,0,0,0,0,0,0,0
1269,Delph,Man. City,0,0,0,0,0,0,0,0,0
1270,Mangala,Man. City,0,0,0,0,0,0,0,0,0
1271,Iheanacho,Man. City,0,0,0,0,1,1,0,0,50
1272,Manuel Pellegrini,Man. City(COACH),0,0,0,0,0,0,0,0,0
1273,"Navas
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,90
1274,Pepe,Real Madrid,0,1,1,0,3,0,2,0,90
1275,Ramos,Real Madrid,0,1,1,0,1,0,1,0,90
1276,Kroos,Real Madrid,0,1,0,0,1,7,1,1,90
1277,Benzema,Real Madrid,0,1,0,0,0,0,0,0,46
1278,Bale,Real Madrid,0,5,0,0,0,2,0,1,90
1279,Marcelo,Real Madrid,0,1,0,0,0,4,1,0,90
1280,Casemiro,Real Madrid,0,1,1,0,4,0,1,0,90
1281,Carvajal,Real Madrid,0,0,0,0,0,0,0,0,90
1282,Lucas Vázquez,Real Madrid,0,0,0,0,0,0,0,0,90
1283,Modrić,Real Madrid,0,1,0,0,4,0,0,0,90
1284,"Casilla
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,0
1285,Varane,Real Madrid,0,0,0,0,5,4,2,0,0
1286,James Rodríguez,Real Madrid,0,0,0,0,0,0,0,0,0
1287,Kovačić,Real Madrid,0,0,0,0,0,0,0,0,0
1288,Jesé,Real Madrid,0,1,0,0,0,0,1,0,44
1289,Isco,Real Madrid,0,0,0,0,0,0,0,0,0
1290,Danilo,Real Madrid,0,0,0,0,0,0,0,0,0
1291,Zinédine Zidane,Real Madrid(COACH),0,0,0,0,0,0,0,0,0
1292,"Ederson
 (GK)",Benfica,0,0,0,0,0,0,0,0,90
1293,Fejsa,Benfica,0,0,0,0,2,0,1,0,90
1294,Jiménez,Benfica,1,2,2,0,0,0,0,0,90
1295,Lindelöf,Benfica,0,0,0,0,0,0,0,0,90
1296,Salvio,Benfica,0,1,0,0,3,1,0,0,68
1297,Eliseu,Benfica,0,1,0,1,0,2,0,0,88
1298,Pizzi,Benfica,0,0,0,0,0,3,0,2,58
1299,Jardel,Benfica,0,0,0,0,2,0,0,0,90
1300,André Almeida,Benfica,0,1,1,0,1,4,5,0,90
1301,Carcela,Benfica,0,0,0,0,1,2,1,0,90
1302,Renato Sanches,Benfica,0,0,0,0,0,0,1,0,90
1303,"Paulo Lopes
 (GK)",Benfica,0,0,0,0,0,0,0,0,0
1304,Luisão,Benfica,0,0,0,0,0,0,0,0,0
1305,Samaris,Benfica,0,0,0,0,0,0,0,0,0
1306,Gonçalo Guedes,Benfica,0,1,0,0,1,0,1,0,32
1307,Talisca,Benfica,1,2,1,0,0,0,0,0,22
1308,Jović,Benfica,0,1,1,0,0,0,0,0,2
1309,Semedo,Benfica,0,0,0,0,0,0,0,0,0
1310,Rui Vitória,Benfica(COACH),0,0,0,0,0,0,0,0,0
1311,"Neuer
 (GK)",Bayern,0,0,0,0,0,0,0,0,90
1312,Thiago Alcántara,Bayern,0,1,0,0,0,1,2,1,90
1313,Ribéry,Bayern,0,2,0,0,0,5,0,0,90
1314,Javi Martínez,Bayern,0,1,1,1,3,0,2,0,90
1315,Douglas Costa,Bayern,0,1,0,0,0,9,0,1,90
1316,Xabi Alonso,Bayern,0,0,0,0,1,2,0,0,90
1317,Lahm,Bayern,0,1,0,0,5,3,0,0,90
1318,Vidal,Bayern,1,5,4,0,0,1,3,0,90
1319,Müller,Bayern,1,2,1,0,0,1,1,0,84
1320,Alaba,Bayern,0,1,0,0,1,3,0,1,90
1321,Kimmich,Bayern,0,0,0,0,0,0,1,0,90
1322,"Ulreich
 (GK)",Bayern,0,0,0,0,0,0,0,0,0
1323,Lewandowski,Bayern,0,1,1,0,1,0,1,0,6
1324,Rafinha,Bayern,0,0,0,0,0,0,0,0,0
1325,Bernat,Bayern,0,0,0,0,0,0,0,0,0
1326,Götze,Bayern,0,0,0,0,0,0,0,0,0
1327,Rode,Bayern,0,0,0,0,0,0,0,0,0
1328,Coman,Bayern,0,0,0,0,0,0,0,0,0
1329,Josep Guardiola,Bayern(COACH),0,0,0,0,0,0,0,0,0
1330,"Oblak
 (GK)",Atlético,0,0,0,0,1,0,0,0,90
1331,Godín,Atlético,0,0,0,0,1,0,3,0,90
1332,Filipe Luís,Atlético,0,0,0,0,1,1,1,0,90
1333,Koke,Atlético,0,1,0,0,1,3,5,0,90
1334,Griezmann,Atlético,2,4,4,0,0,0,1,0,90
1335,Fernández,Atlético,0,0,0,0,2,0,2,0,90
1336,Gabi,Atlético,0,1,0,0,5,0,3,0,90
1337,Saúl Ñíguez,Atlético,0,0,0,0,0,0,0,0,90
1338,Hernández,Atlético,0,0,0,0,1,0,0,0,90
1339,Juanfran,Atlético,0,0,0,0,5,1,3,0,90
1340,Carrasco,Atlético,0,0,0,0,0,0,0,0,74
1341,"Moyà
 (GK)",Atlético,0,0,0,0,0,0,0,0,0
1342,Kranevitter,Atlético,0,1,0,1,2,2,1,0,0
1343,Savić,Atlético,0,0,0,0,0,0,0,0,0
1344,Correa,Atlético,0,0,0,0,0,0,0,0,0
1345,Gámez,Atlético,0,0,0,0,0,0,0,0,0
1346,Thomas,Atlético,0,0,0,0,0,0,0,0,16
1347,Vietto,Atlético,0,0,0,0,0,0,0,0,0
1348,Diego Simeone,Atlético(COACH),0,0,0,0,0,0,0,0,0
1349,"Ter Stegen
 (GK)",Barcelona,0,0,0,0,0,0,0,0,90
1350,Piqué,Barcelona,0,0,0,0,2,0,1,0,90
1351,Rakitić,Barcelona,0,0,0,0,2,0,1,0,64
1352,Sergio Busquets,Barcelona,0,1,0,0,2,0,0,0,90
1353,Dani Alves,Barcelona,0,1,0,0,0,2,1,0,64
1354,Iniesta,Barcelona,0,1,1,0,0,3,1,0,90
1355,Luis Suárez,Barcelona,0,2,2,0,0,1,1,0,90
1356,Messi,Barcelona,0,3,0,0,0,1,0,0,90
1357,Neymar,Barcelona,0,1,1,0,0,5,3,0,90
1358,Mascherano,Barcelona,0,1,0,0,2,1,1,0,90
1359,Jordi Alba,Barcelona,0,2,0,0,1,2,1,0,90
1360,"Bravo
 (GK)",Barcelona,0,0,0,0,0,0,0,0,0
1361,Douglas,Barcelona,0,0,0,0,0,0,0,0,0
1362,Arda Turan,Barcelona,0,1,0,0,0,2,0,0,26
1363,Bartra,Barcelona,0,0,0,0,0,0,0,0,0
1364,Munir,Barcelona,0,0,0,0,0,0,0,0,0
1365,Sergi Roberto,Barcelona,0,0,0,0,1,1,0,0,26
1366,Adriano,Barcelona,0,0,0,0,0,0,0,0,0
1367,Luis Enrique,Barcelona(COACH),0,0,0,0,0,0,0,0,0
1368,"Navas
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,90
1369,Pepe,Real Madrid,0,0,0,0,0,0,1,0,90
1370,Ramos,Real Madrid,0,3,0,0,5,1,0,0,90
1371,Ronaldo,Real Madrid,3,5,3,0,0,2,1,0,90
1372,Kroos,Real Madrid,0,0,0,1,0,11,0,0,90
1373,Benzema,Real Madrid,0,4,2,0,0,2,0,3,84
1374,Bale,Real Madrid,0,3,1,0,1,1,1,1,90
1375,Marcelo,Real Madrid,0,0,0,0,0,5,1,1,90
1376,Casemiro,Real Madrid,0,0,0,0,1,0,0,0,90
1377,Carvajal,Real Madrid,0,0,0,0,0,0,0,0,90
1378,Modrić,Real Madrid,0,0,0,0,3,4,2,0,90
1379,"Casilla
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,0
1380,Varane,Real Madrid,0,0,0,1,2,3,4,0,0
1381,James Rodríguez,Real Madrid,0,0,0,0,0,0,0,0,0
1382,Lucas Vázquez,Real Madrid,0,0,0,0,0,0,0,0,0
1383,Jesé,Real Madrid,0,1,1,0,0,0,0,0,6
1384,Isco,Real Madrid,0,0,0,0,0,0,0,0,0
1385,Danilo,Real Madrid,0,0,0,0,0,0,0,0,0
1386,Zinédine Zidane,Real Madrid(COACH),0,0,0,0,0,0,0,0,0
1387,"Benaglio
 (GK)",Wolfsburg,0,0,0,0,0,0,0,0,90
1388,Vieirinha,Wolfsburg,0,2,0,0,1,4,2,0,90
1389,Draxler,Wolfsburg,0,0,0,0,1,2,0,0,32
1390,Henrique,Wolfsburg,0,1,0,0,0,1,2,1,73
1391,Schürrle,Wolfsburg,0,2,0,0,0,1,0,0,90
1392,Dante,Wolfsburg,0,1,1,0,2,0,1,0,90
1393,Luiz Gustavo,Wolfsburg,0,2,2,0,2,0,1,0,90
1394,Guilavogui,Wolfsburg,0,1,0,0,3,0,1,0,80
1395,Naldo,Wolfsburg,0,0,0,0,1,0,0,1,90
1396,Arnold,Wolfsburg,0,0,0,0,0,1,1,0,90
1397,Rodríguez,Wolfsburg,0,0,0,0,1,2,0,1,90
1398,"Casteels
 (GK)",Wolfsburg,0,0,0,0,0,0,0,0,0
1399,Schäfer,Wolfsburg,0,0,0,0,0,0,0,0,0
1400,Caligiuri,Wolfsburg,0,0,0,0,0,1,0,0,17
1401,Kruse,Wolfsburg,0,0,0,0,0,2,1,0,58
1402,Dost,Wolfsburg,0,0,0,0,0,0,0,0,10
1403,Träsch,Wolfsburg,0,0,0,0,0,0,0,0,0
1404,Knoche,Wolfsburg,0,0,0,0,0,0,0,0,0
1405,Dieter Hecking,Wolfsburg(COACH),0,0,0,0,0,0,0,0,0
1406,"Hart
 (GK)",Man. City,0,0,0,0,0,0,0,0,90
1407,Sagna,Man. City,0,0,0,0,0,1,0,0,90
1408,Fernando,Man. City,0,2,0,1,3,0,3,0,90
1409,Agüero,Man. City,0,4,0,0,0,0,3,2,90
1410,Jesús Navas,Man. City,0,1,0,0,0,5,0,0,90
1411,De Bruyne,Man. City,1,1,1,0,1,7,0,0,84
1412,Mangala,Man. City,0,0,0,0,2,0,1,0,90
1413,David Silva,Man. City,0,0,0,0,0,4,0,0,87
1414,Clichy,Man. City,0,0,0,0,1,2,3,0,90
1415,Fernandinho,Man. City,0,0,0,0,4,0,6,0,90
1416,Otamendi,Man. City,0,0,0,0,1,0,1,0,90
1417,"Caballero
 (GK)",Man. City,0,0,0,0,0,0,0,0,0
1418,Zabaleta,Man. City,0,0,0,0,0,0,0,0,0
1419,Kolarov,Man. City,0,0,0,0,0,0,0,0,0
1420,Bony,Man. City,0,0,0,0,0,0,0,0,0
1421,Delph,Man. City,0,0,0,0,0,0,0,0,3
1422,Touré,Man. City,0,1,0,0,0,0,1,0,6
1423,Iheanacho,Man. City,0,0,0,0,0,0,0,0,0
1424,Manuel Pellegrini,Man. City(COACH),0,0,0,0,0,0,0,0,0
1425,"Trapp
 (GK)",Paris,0,0,0,0,0,0,0,0,90
1426,Thiago Silva,Paris,0,1,1,0,2,1,0,0,90
1427,Marquinhos,Paris,0,1,0,0,5,0,1,0,90
1428,Thiago Motta,Paris,0,0,0,0,0,0,1,0,44
1429,Cavani,Paris,0,1,1,0,1,0,2,0,90
1430,Ibrahimović,Paris,0,0,0,0,0,2,1,0,90
1431,Di María,Paris,0,1,0,0,0,5,0,0,90
1432,Maxwell,Paris,0,0,0,0,2,0,0,1,90
1433,Aurier,Paris,0,0,0,0,2,0,0,0,61
1434,Van der Wiel,Paris,0,0,0,0,0,5,2,0,90
1435,Rabiot,Paris,0,0,0,0,0,1,4,0,90
1436,"Sirigu
 (GK)",Paris,0,0,0,0,0,0,0,0,0
1437,Kimpembe,Paris,0,0,0,0,0,0,0,0,0
1438,Stambouli,Paris,0,0,0,0,0,0,0,0,0
1439,Moura,Paris,0,0,0,0,0,4,1,0,46
1440,Kurzawa,Paris,0,0,0,0,0,0,0,0,0
1441,Pastore,Paris,0,0,0,0,0,0,0,0,29
1442,Ongenda,Paris,0,0,0,0,0,0,0,0,0
1443,Laurent Blanc,Paris(COACH),0,0,0,0,0,0,0,0,0
1444,"Trapp
 (GK)",Paris,0,0,0,0,0,0,0,0,90
1445,Thiago Silva,Paris,0,0,0,0,4,0,1,0,90
1446,Thiago Motta,Paris,0,1,0,0,1,0,0,0,90
1447,Cavani,Paris,0,3,1,0,2,1,0,1,90
1448,Ibrahimović,Paris,1,7,3,0,0,1,1,1,90
1449,Di María,Paris,0,3,0,0,0,9,0,0,90
1450,Matuidi,Paris,0,0,0,0,3,4,3,0,90
1451,Maxwell,Paris,0,0,0,0,3,4,0,0,90
1452,Aurier,Paris,0,0,0,0,3,2,0,0,78
1453,Rabiot,Paris,1,1,1,0,0,1,0,0,78
1454,David Luiz,Paris,0,0,0,0,5,0,1,0,90
1455,"Sirigu
 (GK)",Paris,0,0,0,0,0,0,0,0,0
1456,Stambouli,Paris,0,0,0,0,0,0,0,0,0
1457,Marquinhos,Paris,0,0,0,0,0,0,0,0,0
1458,Moura,Paris,0,1,0,0,0,0,0,0,12
1459,Kurzawa,Paris,0,0,0,0,0,0,0,0,0
1460,Van der Wiel,Paris,0,0,0,0,1,0,0,0,12
1461,Augustin,Paris,0,0,0,0,0,0,0,0,0
1462,Laurent Blanc,Paris(COACH),0,0,0,0,0,0,0,0,0
1463,"Hart
 (GK)",Man. City,0,0,0,0,0,0,0,0,90
1464,Sagna,Man. City,0,0,0,0,2,1,2,0,90
1465,Fernando,Man. City,0,0,0,0,1,0,2,0,90
1466,Agüero,Man. City,0,1,0,0,0,1,1,1,90
1467,Jesús Navas,Man. City,0,1,0,0,2,5,0,0,90
1468,De Bruyne,Man. City,1,2,1,0,0,4,0,0,77
1469,Mangala,Man. City,0,0,0,0,1,0,1,0,90
1470,David Silva,Man. City,0,3,1,0,1,2,2,0,88
1471,Clichy,Man. City,0,0,0,0,7,2,1,0,90
1472,Fernandinho,Man. City,1,3,1,1,4,0,3,0,90
1473,Otamendi,Man. City,0,1,0,0,4,0,1,0,90
1474,"Caballero
 (GK)",Man. City,0,0,0,0,0,0,0,0,0
1475,Zabaleta,Man. City,0,0,0,0,0,0,0,0,0
1476,Kolarov,Man. City,0,0,0,0,0,0,0,0,0
1477,Bony,Man. City,0,0,0,0,0,0,0,0,2
1478,Delph,Man. City,0,0,0,0,0,0,2,0,13
1479,Demichelis,Man. City,0,0,0,0,0,0,0,0,0
1480,Iheanacho,Man. City,0,0,0,0,0,0,0,0,0
1481,Manuel Pellegrini,Man. City(COACH),0,0,0,0,0,0,0,0,0
1482,"Benaglio
 (GK)",Wolfsburg,0,0,0,0,0,0,0,0,90
1483,Vieirinha,Wolfsburg,0,0,0,0,2,1,1,0,90
1484,Draxler,Wolfsburg,0,2,0,0,0,2,2,0,90
1485,Henrique,Wolfsburg,0,3,2,1,2,1,1,0,80
1486,Schürrle,Wolfsburg,0,2,1,0,0,0,3,0,85
1487,Dante,Wolfsburg,0,0,0,0,1,0,0,0,90
1488,Luiz Gustavo,Wolfsburg,0,0,0,0,1,0,1,0,90
1489,Guilavogui,Wolfsburg,0,0,0,0,1,0,1,0,90
1490,Naldo,Wolfsburg,0,0,0,0,3,0,1,0,90
1491,Arnold,Wolfsburg,1,1,1,0,0,1,2,0,90
1492,Rodríguez,Wolfsburg,1,1,1,0,2,1,0,0,90
1493,"Casteels
 (GK)",Wolfsburg,0,0,0,0,0,0,0,0,0
1494,Schäfer,Wolfsburg,0,0,0,0,0,0,0,0,0
1495,Ascues,Wolfsburg,0,0,0,0,0,0,0,0,0
1496,Kruse,Wolfsburg,0,1,1,0,0,0,0,0,5
1497,Dost,Wolfsburg,0,0,0,0,0,0,0,0,0
1498,Träsch,Wolfsburg,0,0,0,0,0,1,1,0,10
1499,Knoche,Wolfsburg,0,0,0,0,0,0,0,0,0
1500,Dieter Hecking,Wolfsburg(COACH),0,0,0,0,0,0,0,0,0
1501,"Navas
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,90
1502,Pepe,Real Madrid,0,0,0,0,2,0,0,0,90
1503,Ramos,Real Madrid,0,0,0,0,3,0,1,0,90
1504,Ronaldo,Real Madrid,0,6,1,0,0,1,0,2,90
1505,Kroos,Real Madrid,0,3,1,0,1,5,1,0,85
1506,Benzema,Real Madrid,0,2,1,0,0,0,0,2,41
1507,Bale,Real Madrid,0,5,0,0,0,10,0,3,90
1508,Marcelo,Real Madrid,0,2,0,0,0,2,1,0,90
1509,Casemiro,Real Madrid,0,2,0,0,2,0,2,0,90
1510,Modrić,Real Madrid,0,0,0,0,1,1,0,0,64
1511,Danilo,Real Madrid,0,0,0,0,0,3,0,0,90
1512,"Casilla
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,0
1513,Nacho,Real Madrid,0,0,0,0,0,0,0,0,0
1514,James Rodríguez,Real Madrid,0,0,0,0,0,0,0,0,5
1515,Carvajal,Real Madrid,0,0,0,0,0,0,0,0,0
1516,Lucas Vázquez,Real Madrid,0,0,0,0,0,0,0,0,0
1517,Jesé,Real Madrid,0,1,0,0,0,0,2,0,49
1518,Isco,Real Madrid,0,0,0,0,0,0,1,0,26
1519,Zinédine Zidane,Real Madrid(COACH),0,0,0,0,0,0,0,0,0
1520,"Ter Stegen
 (GK)",Barcelona,0,0,0,0,0,0,0,0,90
1521,Piqué,Barcelona,0,0,0,0,2,0,0,0,90
1522,Rakitić,Barcelona,0,1,0,0,3,0,2,0,63
1523,Sergio Busquets,Barcelona,0,0,0,0,2,0,2,0,80
1524,Dani Alves,Barcelona,0,0,0,1,0,10,4,0,90
1525,Iniesta,Barcelona,0,1,0,0,0,3,1,0,83
1526,Luis Suárez,Barcelona,2,3,2,0,1,0,1,2,90
1527,Messi,Barcelona,0,6,1,0,0,0,0,0,90
1528,Neymar,Barcelona,0,6,1,0,1,1,3,0,90
1529,Mascherano,Barcelona,0,1,1,0,3,0,2,0,90
1530,Jordi Alba,Barcelona,0,1,0,1,3,6,1,1,90
1531,"Bravo
 (GK)",Barcelona,0,0,0,0,0,0,0,0,0
1532,Arda Turan,Barcelona,0,0,0,0,0,0,0,0,7
1533,Rafinha,Barcelona,0,2,0,0,3,1,2,0,27
1534,Bartra,Barcelona,0,0,0,0,0,0,0,0,0
1535,Munir,Barcelona,0,0,0,0,0,0,0,0,0
1536,Sergi Roberto,Barcelona,0,0,0,0,0,0,1,0,10
1537,Vermaelen,Barcelona,0,0,0,0,0,0,0,0,0
1538,Luis Enrique,Barcelona(COACH),0,0,0,0,0,0,0,0,0
1539,"Oblak
 (GK)",Atlético,0,0,0,0,0,0,0,0,90
1540,Godín,Atlético,0,0,0,0,3,0,1,0,90
1541,Filipe Luís,Atlético,0,1,0,0,3,0,1,0,90
1542,Koke,Atlético,0,0,0,1,1,3,2,0,90
1543,Griezmann,Atlético,0,3,1,0,1,0,1,0,76
1544,Torres,Atlético,1,1,1,0,1,1,3,0,90
1545,Gabi,Atlético,0,0,0,0,0,0,3,0,90
1546,Saúl Ñíguez,Atlético,0,0,0,0,0,0,0,0,90
1547,Hernández,Atlético,0,0,0,0,3,0,1,0,90
1548,Juanfran,Atlético,0,0,0,0,2,0,2,0,90
1549,Carrasco,Atlético,0,0,0,0,0,0,0,0,53
1550,"Moyà
 (GK)",Atlético,0,0,0,0,0,0,0,0,0
1551,Kranevitter,Atlético,0,0,0,0,3,0,1,0,0
1552,Fernández,Atlético,0,1,0,0,1,0,1,0,37
1553,Correa,Atlético,0,0,0,0,0,0,0,0,0
1554,Gámez,Atlético,0,0,0,0,0,0,0,0,0
1555,Thomas,Atlético,0,0,0,0,0,0,0,0,14
1556,Vietto,Atlético,0,0,0,0,0,0,0,0,0
1557,Diego Simeone,Atlético(COACH),0,0,0,0,0,0,0,0,0
1558,"Neuer
 (GK)",Bayern,0,0,0,0,0,0,0,0,90
1559,Thiago Alcántara,Bayern,0,0,0,0,6,0,0,1,90
1560,Ribéry,Bayern,0,3,1,0,1,12,1,2,90
1561,Lewandowski,Bayern,0,5,2,0,0,0,1,1,90
1562,Douglas Costa,Bayern,0,2,1,0,1,3,2,0,70
1563,Bernat,Bayern,0,2,0,1,0,4,3,0,90
1564,Lahm,Bayern,0,0,0,0,1,2,0,0,90
1565,Vidal,Bayern,1,3,1,0,0,0,4,1,90
1566,Müller,Bayern,0,1,1,0,2,2,0,0,85
1567,Alaba,Bayern,0,0,0,0,2,0,0,0,90
1568,Kimmich,Bayern,0,0,0,0,0,0,0,0,60
1569,"Ulreich
 (GK)",Bayern,0,0,0,0,0,0,0,0,0
1570,Javi Martínez,Bayern,0,0,0,0,0,0,0,0,30
1571,Rafinha,Bayern,0,0,0,0,0,0,0,0,0
1572,Xabi Alonso,Bayern,0,0,0,0,0,0,0,0,0
1573,Götze,Bayern,0,0,0,0,0,0,0,0,5
1574,Rode,Bayern,0,0,0,0,0,0,0,0,0
1575,Coman,Bayern,0,0,0,0,0,3,0,0,20
1576,Josep Guardiola,Bayern(COACH),0,0,0,0,0,0,0,0,0
1577,"Ederson
 (GK)",Benfica,0,0,0,0,1,0,0,0,90
1578,Fejsa,Benfica,0,0,0,0,1,0,3,0,90
1579,Gaitán,Benfica,0,1,0,0,0,4,1,0,90
1580,Mitroglou,Benfica,0,3,0,0,0,1,0,1,70
1581,Lindelöf,Benfica,0,0,0,0,1,0,1,0,90
1582,Jonas,Benfica,0,0,0,0,0,0,0,0,83
1583,Eliseu,Benfica,0,1,0,0,0,1,2,0,90
1584,Pizzi,Benfica,0,0,0,0,2,2,1,0,90
1585,Jardel,Benfica,0,0,0,0,3,0,2,0,90
1586,André Almeida,Benfica,0,1,0,0,2,2,0,0,90
1587,Renato Sanches,Benfica,0,0,0,0,0,0,0,0,90
1588,"Paulo Lopes
 (GK)",Benfica,0,0,0,0,0,0,0,0,0
1589,Lisandro López,Benfica,0,0,0,0,0,0,0,0,0
1590,Samaris,Benfica,0,0,0,0,0,0,0,0,0
1591,Jiménez,Benfica,0,0,0,0,0,0,0,0,20
1592,Salvio,Benfica,0,1,0,0,0,0,0,0,7
1593,Talisca,Benfica,0,0,0,0,0,0,0,0,0
1594,Semedo,Benfica,0,0,0,0,0,0,0,0,0
1595,Rui Vitória,Benfica(COACH),0,0,0,0,0,0,0,0,0
1596,"Ter Stegen
 (GK)",Barcelona,0,0,0,0,1,0,0,0,90
1597,Rakitić,Barcelona,0,2,0,0,2,0,1,0,77
1598,Sergio Busquets,Barcelona,0,1,0,0,1,0,1,0,90
1599,Dani Alves,Barcelona,0,0,0,1,3,2,2,0,90
1600,Iniesta,Barcelona,0,1,0,0,2,0,1,0,72
1601,Luis Suárez,Barcelona,1,3,2,1,1,3,1,1,90
1602,Messi,Barcelona,1,6,3,0,1,1,0,1,90
1603,Neymar,Barcelona,1,3,3,0,1,3,1,0,90
1604,Mascherano,Barcelona,0,0,0,0,5,0,0,0,90
1605,Jordi Alba,Barcelona,0,0,0,0,0,2,0,0,90
1606,Mathieu,Barcelona,0,1,0,0,0,0,0,0,90
1607,"Bravo
 (GK)",Barcelona,0,0,0,0,0,0,0,0,0
1608,Arda Turan,Barcelona,0,0,0,0,0,0,1,0,13
1609,Bartra,Barcelona,0,0,0,0,0,0,0,0,0
1610,Munir,Barcelona,0,0,0,0,0,0,0,0,0
1611,Sergi Roberto,Barcelona,0,0,0,0,0,0,0,0,18
1612,Aleix Vidal,Barcelona,0,0,0,0,0,0,0,0,0
1613,Vermaelen,Barcelona,0,0,0,0,0,0,0,0,0
1614,Luis Enrique,Barcelona(COACH),0,0,0,0,0,0,0,0,0
1615,"Ospina
 (GK)",Arsenal,0,0,0,0,0,0,0,0,90
1616,Gabriel,Arsenal,0,0,0,0,7,0,0,0,90
1617,Koscielny,Arsenal,0,0,0,0,5,0,0,0,90
1618,Özil,Arsenal,0,1,0,0,3,3,0,0,90
1619,Alexis Sánchez,Arsenal,0,2,0,0,1,0,1,0,90
1620,Monreal,Arsenal,0,0,0,0,4,2,2,0,90
1621,Flamini,Arsenal,0,1,0,0,3,0,2,0,45
1622,Welbeck,Arsenal,0,5,0,0,1,0,0,0,73
1623,Bellerín,Arsenal,0,0,0,0,5,5,0,0,90
1624,Elneny,Arsenal,1,3,1,0,3,2,3,0,90
1625,Iwobi,Arsenal,0,0,0,0,0,0,0,0,73
1626,"Macey
 (GK)",Arsenal,0,0,0,0,0,0,0,0,0
1627,Gibbs,Arsenal,0,0,0,0,0,0,0,0,0
1628,Mertesacker,Arsenal,0,0,0,0,0,0,0,0,0
1629,Giroud,Arsenal,0,2,1,0,1,0,1,0,17
1630,Walcott,Arsenal,0,3,0,0,1,1,0,0,17
1631,Campbell,Arsenal,0,0,0,0,0,0,0,0,0
1632,Coquelin,Arsenal,0,0,0,0,4,0,0,0,45
1633,Arsène Wenger,Arsenal(COACH),0,0,0,0,0,0,0,0,0
1634,"Neuer
 (GK)",Bayern,0,0,0,0,0,0,0,0,90
1635,Benatia,Bayern,0,0,0,0,0,0,0,0,46
1636,Ribéry,Bayern,0,4,0,0,2,9,1,1,1
1637,Lewandowski,Bayern,1,2,1,0,0,2,3,1,90
1638,Douglas Costa,Bayern,0,7,0,1,1,16,4,0,90
1639,Xabi Alonso,Bayern,0,0,0,0,1,2,1,0,60
1640,Lahm,Bayern,0,0,0,0,0,2,2,0,90
1641,Vidal,Bayern,0,3,0,1,4,0,3,0,90
1642,Müller,Bayern,1,5,4,1,0,1,1,0,90
1643,Alaba,Bayern,0,1,0,0,1,2,1,0,90
1644,Kimmich,Bayern,0,0,0,0,3,0,0,0,90
1645,"Ulreich
 (GK)",Bayern,0,0,0,0,0,0,0,0,0
1646,Thiago Alcántara,Bayern,1,1,1,0,1,0,1,0,14
1647,Rafinha,Bayern,0,0,0,0,0,0,0,0,0
1648,Bernat,Bayern,0,1,0,0,0,4,0,0,44
1649,Götze,Bayern,0,0,0,0,0,0,0,0,0
1650,Rode,Bayern,0,0,0,0,0,0,0,0,0
1651,Coman,Bayern,1,2,1,1,0,3,2,0,30
1652,Josep Guardiola,Bayern(COACH),0,0,0,0,0,0,0,0,0
1653,"Buffon
 (GK)",Juventus,0,0,0,0,0,0,0,0,90
1654,Khedira,Juventus,0,0,0,0,2,1,1,0,68
1655,Morata,Juventus,0,4,2,1,1,0,4,2,72
1656,Pogba,Juventus,1,1,1,0,1,1,7,1,90
1657,Hernanes,Juventus,0,1,0,0,0,1,0,0,90
1658,Alex Sandro,Juventus,0,1,1,0,0,8,3,0,90
1659,Barzagli,Juventus,0,0,0,0,3,0,0,0,90
1660,Cuadrado,Juventus,1,2,2,0,1,2,1,0,89
1661,Bonucci,Juventus,0,2,2,0,4,0,3,0,90
1662,Lichtsteiner,Juventus,0,3,2,1,0,1,2,0,90
1663,Evra,Juventus,0,0,0,0,3,0,0,0,90
1664,"Neto
 (GK)",Juventus,0,0,0,0,0,0,0,0,0
1665,Zaza,Juventus,0,0,0,0,0,0,0,0,0
1666,Mandžukić,Juventus,0,1,1,0,0,0,2,0,18
1667,Asamoah,Juventus,0,0,0,0,0,0,0,0,0
1668,Rugani,Juventus,0,0,0,0,0,0,0,0,0
1669,Sturaro,Juventus,0,1,0,0,0,1,1,0,22
1670,Pereyra,Juventus,0,0,0,0,1,0,2,0,1
1671,Massimiliano Allegri,Juventus(COACH),0,0,0,0,0,0,0,0,0
1672,"Oblak
 (GK)",Atlético,0,0,0,0,0,0,0,0,90
1673,Godín,Atlético,0,3,1,0,4,0,0,0,89
1674,Filipe Luís,Atlético,0,1,1,0,2,3,0,0,90
1675,Koke,Atlético,0,2,0,0,1,8,0,0,90
1676,Griezmann,Atlético,0,4,3,0,0,2,1,2,90
1677,Fernández,Atlético,0,1,1,0,1,1,0,0,56
1678,Gabi,Atlético,0,2,0,0,2,6,1,0,90
