Players,Teams,Started_at,Finished_at,Goals scored,Total shots,Shots on Target,Assists,Interceptions,Crosses,Fouls committed,Offsides
Digne,Paris,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Lavezzi,Paris,80',Finished,Not scored,0,0,0,0,0,0,0
Rabiot,Paris,80',Finished,Not scored,0,0,0,0,0,0,0
Laurent Blanc,Paris(COACH),Not applicable,--------,----------,---------,---------,---------,---------,---------,---------,---------
"Neuer
 (GK)",Bayern,0',Finished,Not scored,0,0,0,0,0,0,0
Xabi Alonso,Bayern,0',Finished,Scored at  88,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Thiago Alcántara,Bayern,0',Substituted at 90',Scored at  14,,,1,,,,
Lewandowski,Bayern,0',Finished,"Scored at  27, 40",0,0,0,0,0,0,0
Rafinha,Bayern,0',Substituted at 72',Not scored,0,0,0,0,0,0,0
Boateng,Bayern,0',Finished,Scored at  22,0,0,0,0,0,0,0
Bernat,Bayern,0',Finished,Not scored,0,0,1,0,0,0,0
Götze,Bayern,0',Substituted at 86',Not scored,0,0,0,0,0,0,0
Lahm,Bayern,0',Finished,Not scored,0,0,0,0,0,0,0
Müller,Bayern,0',Finished,Scored at  36,0,0,2,0,0,0,0
Badstuber,Bayern,0',Finished,Not scored,0,0,1,0,0,0,0
"Reina
 (GK)",Bayern,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Dante,Bayern,90',Finished,Not scored,0,0,0,0,0,0,0
Pizarro,Bayern,Did not play,Not applicable,Not scored,0,0,0,0,0,0,0
Gaudino,Bayern,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Rode,Bayern,72',Finished,Not scored,0,0,0,0,0,0,0
Weiser,Bayern,86',Finished,Not scored,0,0,0,0,0,0,0
Schweinsteiger,Bayern,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Josep Guardiola,Bayern(COACH),Not applicable,----------,---------,---------,---------,---------,---------,---------,---------,---------
"Fabiano
 (GK)",Porto,0',Finished,Not scored,0,0,0,0,0,0,0
Martins Indi,Porto,0',Finished,Not scored,0,0,0,0,0,0,0
Maicon,Porto,0',Finished,Not scored,0,0,0,0,0,0,0
Marcano,Porto,0',Finished,Not scored,0,0,0,0,0,0,0
Casemiro,Porto,0',Finished,Not scored,0,0,0,0,0,0,0
Quaresma,Porto,0',Substituted at 46',Not scored,0,0,0,0,0,0,0
Brahimi,Porto,0',Substituted at 67',Not scored,0,0,0,0,0,0,0
Martínez,Porto,0',Finished,Scored at  73,0,0,0,0,0,0,0
Reyes,Porto,0',Substituted at 33',Not scored,0,0,0,0,0,0,0
Herrera,Porto,0',Finished,Not scored,0,0,0,0,0,0,0
Óliver Torres,Porto,0',Finished,Not scored,0,0,0,0,0,0,0
"Helton
 (GK)",Porto,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Quintero,Porto,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Evandro,Porto,67',Finished,Not scored,0,0,1,0,0,0,
Hernâni,Porto,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Ricardo,Porto,33',Finished,Not scored,0,0,0,0,0,0,0
Rúben Neves,Porto,46',Finished,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Aboubakar,Porto,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Julen Lopetegui,Porto(COACH),Not applicable,--------,----------,---------,---------,---------,---------,---------,---------,---------
"Fabiano
 (GK)",Porto,0',Finished,Not scored,0,0,0,0,0,0,0
Danilo,Porto,0',Finished,Not scored,0,0,0,0,0,0,0
Martins Indi,Porto,0',Finished,Not scored,0,0,0,0,0,0,0
Maicon,Porto,0',Finished,Not scored,0,0,0,0,0,0,0
Casemiro,Porto,0',Finished,Not scored,0,0,0,0,0,0,0
Quaresma,Porto,0',Substituted at 84',"Scored at  3 (P), 10",0,0,0,0,0,0,0
Brahimi,Porto,0',Substituted at 80',Not scored,0,0,0,0,0,0,0
Martínez,Porto,0',Finished,Scored at  65,0,0,0,0,0,0,0
Herrera,Porto,0',Finished,Not scored,0,0,0,0,0,0,0
Alex Sandro,Porto,0',Finished,Not scored,0,0,1,0,0,0,0
Óliver Torres,Porto,0',Substituted at 75',Not scored,0,0,0,0,0,0,0
"Helton
 (GK)",Porto,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Quintero,Porto,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Reyes,Porto,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Evandro,Porto,84',Finished,Not scored,0,0,0,0,0,0,0
Hernâni,Porto,80',Finished,Not scored,0,0,0,0,0,0,0
Rúben Neves,Porto,75',Finished,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Aboubakar,Porto,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Julen Lopetegui,Porto(COACH),Not applicable,----------,---------,---------,---------,---------,---------,---------,---------,---------
"Neuer
 (GK)",Bayern,0',Finished,Not scored,0,0,0,0,0,0,0
Xabi Alonso,Bayern,0',Substituted at 74',Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Dante,Bayern,0',Finished,Not scored,0,0,0,0,0,0,0
Thiago Alcántara,Bayern,0',Finished,Scored at  28,0,0,0,0,0,0,0
Lewandowski,Bayern,0',Finished,Not scored,0,0,0,0,0,0,0
Rafinha,Bayern,0',Finished,Not scored,0,0,0,0,0,0,0
Boateng,Bayern,0',Finished,Not scored,0,0,1,0,0,0,0
Bernat,Bayern,0',Finished,Not scored,0,0,0,0,0,0,0
Götze,Bayern,0',Substituted at 56',Not scored,0,0,0,0,0,0,0
Lahm,Bayern,0',Finished,Not scored,0,0,0,0,0,0,0
Müller,Bayern,0',Finished,Not scored,0,0,0,0,0,0,0
"Reina
 (GK)",Bayern,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
"Lucic
 (GK)",Bayern,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Pizarro,Bayern,Did not play,Not applicable,Not scored,0,0,0,0,0,0,0
Gaudino,Bayern,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Rode,Bayern,56',Finished,Not scored,0,0,0,0,0,0,0
Badstuber,Bayern,74',Finished,Not scored,0,0,0,0,0,0,0
Weiser,Bayern,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Josep Guardiola,Bayern(COACH),Not applicable,--------,----------,---------,---------,---------,---------,---------,---------,---------
"Sirigu
 (GK)",Paris,0',Finished,Not scored,0,0,0,0,0,0,0
Thiago Silva,Paris,0',Substituted at 21',Not scored,0,0,0,0,0,0,0
Cabaye,Paris,0',Finished,Not scored,0,0,0,0,0,0,0
Marquinhos,Paris,0',Finished,Not scored,0,0,0,0,0,0,0
Cavani,Paris,0',Finished,Not scored,0,0,0,0,0,0,0
Matuidi,Paris,0',Finished,Not scored,0,0,0,0,0,0,0
Maxwell,Paris,0',Finished,Not scored,0,0,0,0,0,0,0
Lavezzi,Paris,0',Finished,Not scored,0,0,0,0,0,0,0
Van der Wiel,Paris,0',Finished,Not scored,0,0,0,0,0,0,0
Rabiot,Paris,0',Substituted at 65',Not scored,0,0,0,0,0,0,0
Pastore,Paris,0',Finished,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
"Douchez
 (GK)",Paris,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Camara,Paris,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Moura,Paris,65',Finished,Not scored,0,0,0,0,0,0,0
Bahebeck,Paris,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Digne,Paris,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
David Luiz,Paris,21',Finished,Not scored,0,0,0,0,0,0,0
Kimpembe,Paris,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Laurent Blanc,Paris(COACH),Not applicable,----------,---------,---------,---------,---------,---------,---------,---------,---------
"Ter Stegen
 (GK)",Barcelona,0',Finished,Not scored,0,0,0,0,0,0,0
Montoya,Barcelona,0',Substituted at 80',Not scored,0,0,0,0,0,0,0
Piqué,Barcelona,0',Finished,Not scored,0,0,0,0,0,0,0
Rakitić,Barcelona,0',Substituted at 74',Not scored,0,0,0,0,0,0,0
Sergio Busquets,Barcelona,0',Finished,Not scored,0,0,0,0,0,0,0
Iniesta,Barcelona,0',Substituted at 53',Not scored,0,0,0,0,0,0,0
Luis Suárez,Barcelona,0',Finished,"Scored at  67, 79",0,0,0,0,0,0,0
Messi,Barcelona,0',Finished,Not scored,0,0,1,0,0,0,0
Neymar,Barcelona,0',Finished,Scored at  18,0,0,0,0,0,0,0
Mascherano,Barcelona,0',Finished,Not scored,0,0,1,0,0,0,0
Jordi Alba,Barcelona,0',Finished,Not scored,0,0,0,0,0,0,0
"Bravo
 (GK)",Barcelona,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Xavi Hernández,Barcelona,53',Finished,Not scored,0,0,0,0,0,0,0
Pedro Rodríguez,Barcelona,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Rafinha,Barcelona,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Bartra,Barcelona,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Adriano,Barcelona,80',Finished,Not scored,0,0,0,0,0,0,0
Mathieu,Barcelona,74',Finished,Not scored,0,0,0,0,0,0,0
Luis Enrique,Barcelona(COACH),Not applicable,--------,----------,---------,---------,---------,---------,---------,---------,---------
"Buffon
 (GK)",Juventus,0',Finished,Not scored,0,0,0,0,0,0,0
Chiellini,Juventus,0',Finished,Not scored,0,0,0,0,0,0,0
Marchisio,Juventus,0',Finished,Not scored,0,0,0,0,0,0,0
Morata,Juventus,0',Substituted at 83',Not scored,0,0,0,0,0,0,0
Tévez,Juventus,0',Finished,Not scored,0,0,0,0,0,0,0
Bonucci,Juventus,0',Finished,Not scored,0,0,0,0,0,0,0
Pirlo,Juventus,0',Substituted at 74',Not scored,0,0,0,0,0,0,0
Vidal,Juventus,0',Finished,Scored at  57 (P),0,0,0,0,0,0,0
Lichtsteiner,Juventus,0',Finished,Not scored,0,0,0,0,0,0,0
Evra,Juventus,0',Finished,Not scored,0,0,0,0,0,0,0
Pereyra,Juventus,0',Substituted at 87',Not scored,0,0,0,0,0,0,0
"Storari
 (GK)",Juventus,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Pepe,Juventus,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Llorente,Juventus,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Barzagli,Juventus,74',Finished,Not scored,0,0,0,0,0,0,0
Padoin,Juventus,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Sturaro,Juventus,87',Finished,Not scored,0,0,0,0,0,0,0
Matri,Juventus,83',Finished,Not scored,0,0,0,0,0,0,0
Massimiliano Allegri,Juventus(COACH),Not applicable,----------,---------,---------,---------,---------,---------,---------,---------,---------
"Subašić
 (GK)",Monaco,0',Finished,Not scored,0,0,0,0,0,0,0
Fabinho,Monaco,0',Finished,Not scored,0,0,0,0,0,0,0
Kurzawa,Monaco,0',Finished,Not scored,0,0,0,0,0,0,0
Abdennour,Monaco,0',Finished,Not scored,0,0,0,0,0,0,0
Ricardo Carvalho,Monaco,0',Finished,Not scored,0,0,0,0,0,0,0
Dirar,Monaco,0',Substituted at 51',Not scored,0,0,0,0,0,0,0
João Moutinho,Monaco,0',Finished,Not scored,0,0,0,0,0,0,0
Carrasco,Monaco,0',Finished,Not scored,0,0,0,0,0,0,0
Kondogbia,Monaco,0',Finished,Not scored,0,0,0,0,0,0,0
Martial,Monaco,0',Substituted at 87',Not scored,0,0,0,0,0,0,0
Raggi,Monaco,0',Substituted at 71',Not scored,0,0,0,0,0,0,0
"Stekelenburg
 (GK)",Monaco,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Berbatov,Monaco,71',Finished,Not scored,0,0,0,0,0,0,0
Matheus Carvalho,Monaco,87',Finished,Not scored,0,0,0,0,0,0,0
Wallace,Monaco,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Bernardo Silva,Monaco,51',Finished,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Germain,Monaco,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Elderson,Monaco,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Leonardo Jardim,Monaco(COACH),Not applicable,--------,----------,---------,---------,---------,---------,---------,---------,---------
"Oblak
 (GK)",Atlético,0',Finished,Not scored,0,0,0,0,0,0,0
Godín,Atlético,0',Finished,Not scored,0,0,0,0,0,0,0
Siqueira,Atlético,0',Finished,Not scored,0,0,0,0,0,0,0
Mario Suárez,Atlético,0',Finished,Not scored,0,0,0,0,0,0,0
Koke,Atlético,0',Substituted at 83',Not scored,0,0,0,0,0,0,0
Griezmann,Atlético,0',Substituted at 77',Not scored,0,0,0,0,0,0,0
Mandžukić,Atlético,0',Finished,Not scored,0,0,0,0,0,0,0
Arda Turan,Atlético,0',Finished,Not scored,0,0,0,0,0,0,0
Gabi,Atlético,0',Finished,Not scored,0,0,0,0,0,0,0
Juanfran,Atlético,0',Finished,Not scored,0,0,0,0,0,0,0
Miranda,Atlético,0',Finished,Not scored,0,0,0,0,0,0,0
"Moyà
 (GK)",Atlético,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Tiago,Atlético,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Raúl García,Atlético,77',Finished,Not scored,0,0,0,0,0,0,0
Saúl Ñíguez,Atlético,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Gámez,Atlético,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Torres,Atlético,83',Finished,Not scored,0,0,0,0,0,0,0
Giménez,Atlético,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Diego Simeone,Atlético(COACH),Not applicable,----------,---------,---------,---------,---------,---------,---------,---------,---------
"Casillas
 (GK)",Real Madrid,0',Finished,Not scored,0,0,0,0,0,0,0
Varane,Real Madrid,0',Finished,Not scored,0,0,0,0,0,0,0
Ramos,Real Madrid,0',Finished,Not scored,0,0,0,0,0,0,0
Ronaldo,Real Madrid,0',Finished,Not scored,0,0,0,0,0,0,0
Kroos,Real Madrid,0',Finished,Not scored,0,0,0,0,0,0,0
Benzema,Real Madrid,0',Substituted at 76',Not scored,0,0,0,0,0,0,0
James Rodríguez,Real Madrid,0',Finished,Not scored,0,0,0,0,0,0,0
Bale,Real Madrid,0',Finished,Not scored,0,0,0,0,0,0,0
Marcelo,Real Madrid,0',Finished,Not scored,0,0,0,0,0,0,0
Carvajal,Real Madrid,0',Substituted at 85',Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Modrić,Real Madrid,0',Finished,Not scored,0,0,0,0,0,0,0
"Navas
 (GK)",Real Madrid,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Pepe,Real Madrid,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Khedira,Real Madrid,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Arbeloa,Real Madrid,85',Finished,Not scored,0,0,0,0,0,0,0
Jesé,Real Madrid,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Isco,Real Madrid,76',Finished,Not scored,0,0,0,0,0,0,0
Illarramendi,Real Madrid,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Carlo Ancelotti,Real Madrid(COACH),Not applicable,--------,----------,---------,---------,---------,---------,---------,---------,---------
"Weidenfeller
 (GK)",Dortmund,0',Finished,Not scored,0,0,0,0,0,0,0
Subotić,Dortmund,0',Finished,Not scored,0,0,0,0,0,0,0
S. Bender,Dortmund,0',Substituted at 63',Not scored,0,0,0,0,0,0,0
Gündoğan,Dortmund,0',Finished,Not scored,0,0,0,0,0,0,0
Mkhitaryan,Dortmund,0',Substituted at 63',Not scored,0,0,0,0,0,0,0
Reus,Dortmund,0',Finished,Not scored,0,0,0,0,0,0,0
Hummels,Dortmund,0',Finished,Not scored,0,0,0,0,0,0,0
Aubameyang,Dortmund,0',Finished,Not scored,0,0,0,0,0,0,0
Kampl,Dortmund,0',Finished,Not scored,0,0,0,0,0,0,0
Papastathopoulos,Dortmund,0',Finished,Not scored,0,0,0,0,0,0,0
Schmelzer,Dortmund,0',Substituted at 46',Not scored,0,0,0,0,0,0,0
"Langerak
 (GK)",Dortmund,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Kehl,Dortmund,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Kagawa,Dortmund,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Immobile,Dortmund,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Błaszczykowski,Dortmund,63',Finished,Not scored,0,0,0,0,0,0,0
Ramos,Dortmund,63',Finished,Not scored,0,0,0,0,0,0,0
Kirch,Dortmund,46',Finished,Not scored,0,0,0,0,0,0,0
Jürgen Klopp,Dortmund(COACH),Not applicable,----------,---------,---------,---------,---------,---------,---------,---------,---------
"Buffon
 (GK)",Juventus,0',Finished,Not scored,0,0,0,0,0,0,0
